album_uri,album_name,artist,release_date,album_type,remove,notes
6ZbeKKRJvZXj1VOvtyzhPV,Rick Rock Beats,Rick Rock,3/1/19,album,1,
0CKgBIlPj7Jls0MkaymlfV,Rocket the Album,Rick Rock,12/4/15,album,1,
4gwBC6hjtby4GhJvgblOEL,Super Aries,Rick Rock,4/4/12,album,1,
2Xj2VlrydW54dVj7Eyhhzg,Take Me Away,Rick Rock,1/1/87,album,1,
7nOg3OdkfbwKqLX0FQxkir,Black Market,Rick Ross,12/4/15,album,1,duplicate
5OQ46UiKltoHtHrGFXB1HI,Black Market (Deluxe),Rick Ross,12/4/15,album,,
1YSb516nyR6ALY2ji1eCAV,"God Forgives, I Don't (Deluxe Edition)",Rick Ross,1/1/12,album,,
2wrNBkvVJykqMcq9WYCO38,Hood Billionaire (Deluxe),Rick Ross,11/24/14,album,,
1iTpsn4fbLlsdKDKFuUfsH,Mastermind,Rick Ross,1/1/14,album,1,duplicate
3wPd5PnHMlkeRCabXyX57s,Mastermind (Deluxe),Rick Ross,1/1/14,album,,
1mgw5rbUS94uif2ce9QCf0,Port of Miami 2,Rick Ross,8/15/19,album,,
08XXyTmAv1vNghZS4p0ng2,Rather You Than Me,Rick Ross,3/17/17,album,,
2u29pL0PTNRoRHlkZkaTXK,BIG TYME,"Rick Ross, Swizz Beatz",7/2/19,album,,
0bUYcbog4Jdi4LBZWrr83S,Body Bag (feat. Smokepurpp & Zay27),"Ricky Remedy, Smokepurpp, Zay27",9/13/19,album,2,
7qeDyhBwJQulBYPAurLPMF,Discrete Luxury,Rico Love,1/1/14,album,,
4kxWVrBysQS9lEmv9fDap6,Even Kings Die,Rico Love,12/3/18,album,,
6b8IPiQ7F6pAo4UVlP1sV8,Settle Down (Radio Edit),Rico Love,10/11/05,album,,
1rtxpNoSQxT4V8Dy223mTB,Somebody Else (Remix),Rico Love,5/12/15,album,,
4zgs066xH4EJ4kIrw88Yhj,They Don't Know (Remix),Rico Love,1/1/14,album,,
5enHYKdCZgw3oetOUqIibl,Turn The Lights On,Rico Love,5/18/15,album,,
1hNFg2lPTLKhxxrhtXWs7L,MARSHMALLOW MAZERATi,"Riff Raff, DJ Paul",10/11/19,album,,
48i37aZTC1prDr4EcpQeEa,ANTI,Rihanna,1/28/16,album,1,duplicate
4UlGauD7ROb3YbVOFMgW5u,ANTI (Deluxe),Rihanna,1/28/16,album,,
7uGmyYwDFJbSc1xs4hkEs2,Rated R,Rihanna,11/20/09,album,,
2wi0v7jPzYBCd99GggLtN8,Rated R: Remixed,Rihanna,5/8/10,album,1,duplicate
1Kw1bVd07oRqcjrcjQKC8T,Talk That Talk,Rihanna,11/19/11,album,1,duplicate
3sW7wD2qdMjs7KncaOoIJ5,Talk That Talk (Deluxe),Rihanna,7/18/12,album,,
4XBfFj0WYyh5mBtU61EdyY,Unapologetic,Rihanna,12/11/12,album,1,duplicate
7yjQZX94GxVyqDTehxBejk,Unapologetic (Deluxe Version),Rihanna,1/1/13,album,,
4eddbruVtOqw8khwxSH6H2,Unapologetic (Deluxe),Rihanna,12/11/12,album,1,duplicate
0T23GvNaBUGtMKxZko8LQG,Unapologetic (Edited Version),Rihanna,1/1/12,album,1,duplicate
18iLxHFl5LcNKWAyYVKxpk,UglyGoblin,"Rizzoo Rizzoo, Ugly God",2/8/20,album,,
2ZVGyWIrnPdQmIG9xu443m,Apartment,RJMrLA,6/7/19,album,,
2sDiyRxdUpxDxUS01GUut4,Bang My Line (feat. O.T. Genasis),RJMrLA,8/2/19,album,,
55dc5LEBgBIBe8RgbN83Et,MrLA,RJMrLA,5/26/17,album,,
3TumIACV4GijQrW1sSUqax,O.M.M.I.O 2,RJMrLA,5/26/15,album,,
4XX8badjqAvEYQK0q9ydxi,O.M.M.I.O 3,RJMrLA,5/12/16,album,,
5S0kuixF3jVGnvRDdjYVi7,On God,RJMrLA,8/9/19,album,,
46EgvWjkHqmPq66O04qvx3,Rat Race,RJMrLA,6/21/19,album,,
6oGt79Z6k4G5nHV6mLATee,Time (feat. Young Thug),RJMrLA,7/11/19,album,,
32LYmNL9vi2bGxDKWynbP0,Light Me Up,"RL Grime, Miguel, Julia Michaels",7/25/18,album,2,
4yw9aJ2UAOrBds2oWDTnrS,2: PILLZ,Robb Bank$,12/24/17,album,,
2a4yrp5pTQpzzt48F7D63t,A Milli (4 M's),Robb Bank$,2/13/18,album,,
55NfpAU3XxKh5p8tmhE2YW,BETT - Single,Robb Bank$,6/28/16,album,,
7IuMnqHOW5yHADx8Mk92Ek,Cloverfield 2.0 - EP,Robb Bank$,10/4/17,album,,
38VytfkMGG4mtHVLSVFFNe,Cloverfield 3,Robb Bank$,8/17/18,album,,
1OIFdjIa2797KH34nLIBhh,EA (feat. wifisfuneral),Robb Bank$,4/7/18,album,,
0ZEekegt3uTCUZouKWUsyH,Green,Robb Bank$,11/6/18,album,,
03H7CJgjEDvYOyE2OsKcK9,Hentai,Robb Bank$,10/24/19,album,,
6Vrg5NxJHCJyvpCGmr840f,Hoes Mad (x24),Robb Bank$,7/22/19,album,,
4olojkjIWwjytCUeXKFmds,ILYSM (feat. Famous Dex),Robb Bank$,11/30/17,album,,
5nCxw2m62xsVWRkjbhDcXL,Molly World,Robb Bank$,3/9/18,album,,
57J9Sh7bgw0QW6vS4QCwPK,Rich Nigga,Robb Bank$,9/24/19,album,,
63Bm1NDJRyKvoGtZ4f3XY5,Ride Wit Me (feat Chief Keef),Robb Bank$,3/2/18,album,,
2t8KVrypvYzwwWHayfalkO,Road to Falconia,Robb Bank$,12/13/19,album,,
7FxRWnhxAuoJfidCmnfoIy,WTF,Robb Bank$,7/22/19,album,,
3Jk0uGW54vL5fJC6MyiwZP,Year Of The Savage,Robb Bank$,10/2/15,album,,
0Ti6b0GCA1Z1ZikgzJXgEE,She Fine Remix,"ROBERT BIGG, BONE, Yung L.A.",2/27/18,album,2,
56btj3QZ9c4z5GjB9kwHvn,Behold a Dark Horse,Roc Marciano,10/4/18,album,,
5TVAOmyOSeC7J8sk8s1C1W,Branciano,Roc Marciano,1/13/14,album,,
37rie0v9CRNKMbvl3EtuOh,Marcberg,Roc Marciano,5/4/10,album,1,duplicate
4kwKvljwoAOUbJvny87ScA,Marcberg Deluxe,Roc Marciano,2/1/11,album,,
5UcZ5fU8gSa4Mq9h6ADVpi,Marcberg Instrumentals,Roc Marciano,7/12/11,album,1,duplicate
2BqwMT6Fhzgs9Lbngk3hkJ,Marci Beaucoup,Roc Marciano,12/10/13,album,,
2vUTaGok5i6WPIgVPO0Brg,Marcielago,Roc Marciano,12/15/19,album,,
3OA1DE3jTcTNOst4CGAlGx,Rosebudd's Revenge,Roc Marciano,2/21/17,album,,
2fSadHflGE0MhtkwiymFBg,RR2: The Bitter Dose,Roc Marciano,3/9/18,album,,
1QaZMV6dassE2N8Tp7sjRR,The Pimpire Strikes Back,Roc Marciano,11/5/13,album,,
50ni8DeEHYj3A5PQwnyJrx,Warm Hennessy,Roc Marciano,7/20/18,album,,
4SVBckKMNqqkXidtx79LDU,La Maxima Remix,"Rochy RD, Myke Towers, Ceky Viciny",2/12/20,album,2,
7epBwTDF6bUvZXDQ1dVwQ0,5 Real,Rocko,9/17/19,album,,
2a5cE386ceuiFwSvz6mj59,Food,Rocko,11/27/14,album,,
2b7i2EpiA8bZBoqNCm6tHh,Gift Of Gab (Hosted by DJ Scream),Rocko,12/13/11,album,,
4EQhr3EJRD17G04xpJybMF,Gift Of Gab 2 (Deluxe Edition),Rocko,3/5/13,album,,
4wahUfMla6yaSWieV7rsVr,Got To Have Heart,Rocko,11/5/15,album,,
0B9Sa7Bsp9cJtIeKb94DAa,Lingo 4 Dummys,Rocko,2/7/14,album,,
07ei1y4Y7fGltOU8eLo1nT,Never Change,Rocko,10/10/19,album,,
0bb2N4mEaZoxcGdDzlOVOS,Real Spill,Rocko,7/2/15,album,,
0TfIxsu5PqsIXzGRmqm9kX,Rocko and The Empire - Rocko Dinero,Rocko,6/28/11,album,,
2aQx5Ytz3TGlA2ibRxN4fL,Self-Made,Rocko,1/1/08,album,,
1mkOCPlq68moN6A4xpsxLp,Wordplay,Rocko,11/13/12,album,,
2r5pAG9z39dTrgKWGUbZQl,Wordplay 2,Rocko,5/26/16,album,,
0CP8SO3fQZHukYgvHXct6b,ATL Dons,"Rocko, Gucci Mane",12/11/15,album,,
3Q1Y3muVtMfZXRE9hZlumR,Big Stepper,Roddy Ricch,10/11/19,album,,
18km9wofbFMkGbUAkdBT2y,Die Young,Roddy Ricch,7/20/18,album,,
3SCrgLoMLyHmU6T7eKmMyG,Every Season,Roddy Ricch,10/26/18,album,,
16QcQUMX0F1OnW06scl1us,Feed tha Streets,Roddy Ricch,11/22/17,album,,
1jlIU9p7PChTK3AeqNpnsX,Feed Tha Streets II,Roddy Ricch,11/2/18,album,,
18wld6PZEXLcC04RkRnzmf,Out Tha Mud,Roddy Ricch,6/7/19,album,,
52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/19,album,,
4ISuW9C1E6WgmzeedzihfA,Ricch Forever,Roddy Ricch,9/26/18,album,,
3UMxQfDm6XBUaPf9zuYCzZ,Start Wit Me (feat. Gunna),Roddy Ricch,10/25/19,album,,
0uyDZAeB7oa8CM6G9PjSOf,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,11/25/19,album,,
5k2BnWsalGYwBT5hCEaRkZ,Beats For War Vol. 1,Ron Browz,9/13/19,album,1,
2uyeVdAdkLwvSpny0ie6kN,"Beats for War, Vol. 1",Ron Browz,10/4/19,album,1,
7f0Ww4rc2AaNAWVX432ZLG,Blvck Circus,Ron Browz,5/21/13,album,1,
6T2Y0TjDCOkQTOjkVHaNqb,Browzy Vol. 1,Ron Browz,1/10/17,album,1,
1qO8ZCnZkX4U5bC04QNREx,Browzy Vol. 2,Ron Browz,1/12/17,album,1,
7xWiHkpD36kTP8UcgsDWmu,BROWZY VOL. 4,Ron Browz,12/6/19,album,1,
6K4JYgfVoGWJEG4viOjXkd,BV III,Ron Browz,2/1/17,album,1,
56Rh3hUpPb5a1UlCYLor8R,Etherlibrium,Ron Browz,7/20/10,album,1,
7itB3ERHcrl9TOglAtKloc,Fly Away,Ron Browz,2/14/12,album,1,
0TIvFVH106yd9D8KhjabU5,New Bag,Ron Browz,9/27/19,album,1,
6PXW2IqH7eJsrzDD8oWVW9,Nitro,Ron Browz,9/30/19,album,1,
2FZEHYvUj7a7i6WBGSC8Gu,No Life Above Yours,Ron Browz,12/6/17,album,1,
36RKy85SzhJopmAa2pvRNW,Ron Browz Instrumentals Vol. 1,Ron Browz,11/23/12,album,1,
7s3lqV5UGCyNP3JBhaNkMt,Sound Like New York,Ron Browz,2/10/20,album,1,
357oVoKQNSjKmRlLydzdSq,Stranded On Lenox,Ron Browz,9/25/12,album,1,
3tN3v4StRUFejDR5fua8pa,The Christening,Ron Browz,10/18/11,album,1,
0y5WAQ91xVyXm0KcnaCW6N,The Christening 2,Ron Browz,1/27/14,album,1,
4zLU6OaYfKFwmyXbVnPAKU,Uncomfortable State,Ron Browz,3/5/18,album,1,
1BERuqlXO2R7ysvpZDBiIY,Zodiac Sign (feat. Boogie Black),Ron Browz,12/3/19,album,1,
6HnP234XPDqlSUtc2cEfYY,Zoom,Ron Browz,10/4/19,album,1,
1EHgf5FB7UUsznuQ9hUP2b,Doesn't Matter,Ronny J,11/9/18,album,,
0Wxf05arfJ1H0S2b7GBUkU,Gucci Lips,Ronny J,6/21/19,album,,
5WwaSQFmjzYtrKksqaLjjX,OMGRONNY,Ronny J,2/23/18,album,,
75F6f1nGrXH8SVRI8oFgz2,WOTR,Ronny J,8/17/18,album,,
04CEJO8B8RaffZAuBD8fIL,Stack It Up (feat. Lil Pump),"Ronny J, Lil Pump",9/20/19,album,,
6Wq0FWEuqamnK8JkEF07QL,Thriller (Forever) [feat. Ski Mask The Slump God],"Ronny J, Ski Mask The Slump God",10/27/17,album,,
3FDZv1RmmwJoKnwhWaoQ7J,Lights Out (feat. Ty Dolla $ign & Rich The Kid),"Ronny J, Ty Dolla $ign",7/12/19,album,,
3z7DY4VvhzVkxHdgoPQwmL,Banded Up (feat. XXXTENTACION),"Ronny J, XXXTENTACION",2/15/18,album,,
5fAexfLCcpu1dcSKlgasZM,Bad Day,"ronsocold, The Good Perry",10/26/18,album,,
7CG6IceclmSeGh4YLXsJi1,Better Off Alone,"ronsocold, The Good Perry",11/21/18,album,,
0hsjdzhInBxfTCcx9WXYr0,Count It Up,"ronsocold, The Good Perry",11/16/18,album,,
1f2wGoVuaDNRvONQS6oliK,Give It All,"ronsocold, The Good Perry",11/9/18,album,,
0el51DzdnbW8AYAfo9nLX1,Let Me Know,"ronsocold, The Good Perry",9/28/18,album,,
6B2RRiDJFXHojfPxKja5Mx,A Pale,ROSALIA,11/7/19,album,2,
5gBeXfX0ZfaiDWirzSNeIk,Aunque Es De Noche,ROSALIA,11/2/17,album,2,
23irnvaijPHVE7682D4G3f,Aute Cuture,ROSALIA,5/30/19,album,2,
355bjCHzRJztCzaG5Za4gq,El Mal Querer,ROSALIA,11/2/18,album,2,
7qJZgNj9IMy9onoTe5uhZc,Fucking Money Man,ROSALIA,7/3/19,album,2,
3XV0gPorxF6TtGScGJChxG,Juro Que,ROSALIA,1/23/20,album,2,
7mGsUwMuhsKiOKx9X9k7tj,Los Angeles,ROSALIA,2/10/17,album,2,
2O7Zu2OPZzqehwh1wiO764,MALAMENTE (Cap.1: Augurio),ROSALIA,5/30/18,album,2,
6dOSikKvJSaL1F6i4SFmqY,PIENSO EN TU MIRA (Cap.3: Celos),ROSALIA,7/24/18,album,2,
4bxHLppgdmaYJk0yfdcP0l,Con Altura,"ROSALIA, J Balvin",3/28/19,album,2,
3844bY26oeSkqd06th4EYp,"Yo x Ti, Tu x Mi","ROSALIA, Ozuna",8/15/19,album,2,
2mNeelg215HVkzzEzgcHh1,Legendary Legacy,Royal Fam,1/16/96,album,,
1ypHNXubQml1NfCbFCrcFQ,Running Man,Royal Fam,4/1/17,album,,
1UGQQFCiUsAAoBRZVHPRaJ,Bar Exam 3 (The Most Interesting Man),"Royce Da 5'9""",3/30/10,album,,
7uvuPVivhRggvrXxZONGe3,Book of Ryan (Bonus Track Edition),"Royce Da 5'9""",5/4/18,album,,
1kxNYyemrpfHhyXpSoaLc9,Boom Single,"Royce Da 5'9""",2/8/19,album,,
0U5DeaN9Zl0ONckS0I2LnI,Death Is Certain,"Royce Da 5'9""",2/24/04,album,,
0a2fUwfXQB04eY9jPDQSLb,Independent's Day,"Royce Da 5'9""",7/18/05,album,,
0sOYErujvWBLfPaYcTboFq,Layers,"Royce Da 5'9""",4/15/16,album,,
2sGvo6XWuJ3dGWuDTV10oV,Lost Files,"Royce Da 5'9""",1/20/15,album,,
4zrE1YQkm0Pa34dEbtZv69,M.I.C. Presents,"Royce Da 5'9""",10/26/04,album,,
1eJR8hLovYmlZgMusblLEZ,Street Hop,"Royce Da 5'9""",1/6/15,album,1,duplicate
4OcnaMbCmx8wnwVA4p0SGH,Street Hop (Clean),"Royce Da 5'9""",10/20/09,album,1,duplicate
5TxNe8YWfuK5FhDUVnGIlp,Street Hop (Deluxe),"Royce Da 5'9""",10/27/09,album,,
70WLqb5SEBfo3IZl5hbvV0,Success is Certain,"Royce Da 5'9""",8/9/11,album,,
5ZtmhCdN4bLvuDr8BiuGBQ,The Best of the Bar Exam,"Royce Da 5'9""",2/8/19,album,1,compilation
3pbIxj0xirhYalxBfAUeze,Trust The Shooter,"Royce Da 5'9""",3/29/16,album,,
3AITVZVyoN7udmmg63hjAL,Hit Yo Dance,"Rubi Rose, Yella Beezy",10/11/19,album,2,
4yBZPjEWYmimEkyFymBL1Q,Scared of Love (feat. RAY BLK & Stefflon Don),"Rudimental, RAY BLK, Stefflon Don",1/11/19,album,2,
4AdFeS7LKvAxnWpwhDiqPo,Scared of Love (feat. RAY BLK & Stefflon Don) [Preditah Remix],"Rudimental, RAY BLK, Stefflon Don",1/18/19,album,1,duplicate
6Oc8Q3hU5q5c1rp2fuERrt,Animal Music (feat. DJ Illogik & Mr. Martin),"Rudy Williams, Mez",8/6/15,album,2,
3xpjAmR0B4GYtcdJ0WzJw1,Show Me,"Rufus Blaq, Faith Evans",11/17/17,album,2,
3GR8gEszm2UJhQzzkE91tJ,Rush 2 Kill,"RushBilli, Killa Kyleon",12/13/19,album,2,
6K4fDvF7E5uqN1BsvYUYFp,5280,Russ,7/3/13,album,,
7dXvVVC6xytbsU8tQWGvko,All I Want,Russ,4/24/19,album,,
4FWRkDpjc2nCoYtGeNYNIp,Apollo 13,Russ,1/24/12,album,,
2kZ8n3EFPdiWXM5x2j0JxF,Brain Dead,Russ,3/23/14,album,,
3TS0aPsOU08Eu3Jr5NSWPz,Color Blind,Russ,9/2/13,album,,
0mRiqLvYIjafS4sKy4kAKW,CROWN,Russ,9/20/19,album,,
4uvKISokyhvuor9CSPefOq,GRAMMY BAG FREESTYLE,Russ,10/12/19,album,,
5iAGf8tX95VgX37ROwsLMd,OLD DAYS,Russ,10/4/19,album,,
5SqmSbypxgvdujkiVUsXCU,Paranoid,Russ,6/6/19,album,,
4V815W8axtS0RnsH9f2h4G,Pink Elephant,Russ,1/23/14,album,,
4rNgGxoqUkFBZOMEb7PKoD,RENT FREE,Russ,9/13/19,album,,
2ZzatxW5gv1XZ0uai8TKxk,SHAKE THE SNOW GLOBE,Russ,1/31/20,album,,
2s7lwmva05g4kccq1f31oK,Silence,Russ,6/11/14,album,,
5x1YzNGPlD0K2rExbgMa7k,Straight from Limbo,Russ,2/8/13,album,,
2q3t6ursTYL1i0sj6nwlxG,Summer At 7,Russ,7/25/19,album,,
0lUL92det7mZ4DaHYmiUEC,There's Really A Wolf,Russ,5/5/17,album,,
5vBogQencvbV8I0N38tf5E,Vacation,Russ,10/30/12,album,,
48Kac3ieDtt9OSp9Fm4g9e,ZOO,Russ,9/7/18,album,,
6J3c0zRqPiAlc7uXtAMHBX,ON 10 feat. Rexx Life Raj,"Russ, Rexx Life Raj",9/27/19,album,,
7ikNTWXC2RhD7Rh90ISiGd,VidaLoca,"Russ, Taze, Pressa",7/30/19,album,,
4BU1vWNke8dvJoVgAosZbp,IDKW (with Shenseea & Swae Lee feat. Young Thug),"Rvssian, Shenseea, Swae Lee",1/17/20,album,2,
4x7lV3B9GlQ8igt8uqgh9B,The Premier - Single,"Ryan Bowers, DJ Premier",2/26/15,album,,
2SraByqes02EXnWNs0SKRE,The Premier (Instrumental) - Single,"Ryan Bowers, DJ Premier",2/26/15,album,1,duplicate
5PBjsjZ1rdK55xSoffVflM,Pueblo Esco,"Rydah J. Klyde, DJ.Fresh",5/11/18,album,,
5YwjKEC86hGgSwR5RM77PI,Don Walk,"Rymez, Stefflon Don",4/26/19,album,2,
3K9Ib7WakmEew0WrgO6EHc,Afro Samurai: Resurrection,RZA,1/27/09,album,1,soundtrack
2TN5Yv3Q7vjlaVYtlljhvC,Birth of a Prince,RZA,10/7/03,album,,
7MsBmIiuTvHc2o3LJUyOnP,"Blood Thicker Than Mud ""Family Affair"" - Single",RZA,1/20/09,album,,
6jfRnQiCgr3KyPUtIa2n8Q,Digi Snacks,RZA,6/24/08,album,,
3kuVWRe6uPJEPbrjwf2cV9,Digital Bullet,RZA,8/28/01,album,,
45GhSPGfI1bdDr3m7rzwpt,RZA As Bobby Digital,RZA,11/24/98,album,,
66Yi6Ll4nlehccmZ05d8DP,Thriller (Soundtrack),RZA,4/19/19,album,1,soundtrack
5acIzFbZvH1YC8hxXgwVcG,Whar - Single,RZA,1/13/09,album,,
0BdgQS5kRr8YRp2Vuf8lMV,The Man With the Iron Fists (Original Motion Picture Score),"RZA, Howard Drossin",10/22/12,album,,
7KFWnjDQuQQBf1H0nED3wP,Kristyles,"RZA, KRS-One",6/24/03,album,,
4PrfaNTSMwKQXJPFVDJqpp,Beautiful Smile,Saba,11/16/18,album,,
10UscF31tC7Sz8S2a1mGbM,Bucket List Project,Saba,10/27/16,album,,
3I40cTJk59HzR2gNzq3M7s,Busy,Saba,2/27/18,album,,
6Te111t5gDZ7W94myHRqUt,CARE FOR ME,Saba,4/5/18,album,,
0JJqXbBj5OYCJuwv22cIq7,Church / Liquor Store,Saba,10/20/16,album,,
2Zi95EfkCx3OTMHUWvTGiJ,Excited,Saba,11/30/18,album,,
6YkU9QvzIiOY78JkqjpPSp,How You Live (feat. MfnMelo),Saba,11/2/17,album,,
2h1a7qdHEbGEcsbAeIwX4a,LIFE,Saba,3/21/18,album,,
4TU1Ydvt6HIomjxNjTVdUt,Monday to Monday,Saba,1/20/17,album,,
7qx9fU1m2vNrbgdIRc0zkn,Papaya,Saba,12/7/18,album,,
2Spsu7SZTdYkk4cV1OI3cn,Soap Box,Saba,2/19/16,album,,
6lEznq21FE2RooeDNTgqCs,Stay Right Here,Saba,11/9/18,album,,
619kcdTTaAs21ACpci2ILs,Symmetry - Single,Saba,7/29/16,album,,
6OObIGDZfZvg3jFebYG8xV,There You Go,Saba,8/16/17,album,,
0R3FEACVKKXa9W35ZR7kCN,Where Ideas Sing (feat. Daoud),Saba,9/29/17,album,,
4qN6DRpSQct3LBkEchTIQl,Where It's At,Saba,12/14/18,album,,
3RcRY2xUlj66u7x2OvlJTI,World in My Hands (feat. Smino & Legit),Saba,5/9/16,album,,
384miPqLeZh1xc08D5iruP,A Moment Alone With You,sad boy with a laptop,1/2/18,album,,
2fMRSGwqxhDMh2YuWQOKXx,Anywhere Next to You,sad boy with a laptop,5/6/19,album,,
50PqM7LIswGwFkuAN37MA1,Evergreen,sad boy with a laptop,2/10/20,album,,
0aagwjYu4CukT0vUAf9lq5,Honesty,sad boy with a laptop,12/26/18,album,,
35HTpapBAzV6Blp00LZ7W3,I Was Lost Until I Met You,sad boy with a laptop,10/4/18,album,,
09RZqv9Odq2Ab5N9E1Qieq,Ice Cream Dates,sad boy with a laptop,2/23/19,album,,
1vcEjYGY5PjPyDVYVjLPYZ,Journal Entries,sad boy with a laptop,11/1/19,album,,
2KVB0a36o1S0ePaYOtdPYq,morning walks to the cafe together,sad boy with a laptop,3/27/18,album,,
7l4BAcjI83aQDbJbr4ezI2,Quiet Walks on a Snowy Street,sad boy with a laptop,11/26/18,album,,
4ahEYxAEr2OGrDLc28iReq,Silent Confessions,sad boy with a laptop,5/29/18,album,,
3KV3Gzg84blbrVrqtD8iqK,Solace,sad boy with a laptop,9/10/19,album,,
48lzKgiaAOPe9JQFgSjs1r,Summer Awaits,sad boy with a laptop,4/13/19,album,,
6HQAswS8lg1lOiGEYk89UD,Wander,sad boy with a laptop,4/2/19,album,,
4Bu3wlUfGgrGtJP1SXtGhU,You Deserve More,sad boy with a laptop,6/30/18,album,,
1N84UyWndJYaNrNO0GDopq,You Were So Far Away,sad boy with a laptop,8/19/18,album,,
4hjaqGRyvkaUqm2SSA9GKj,You're the Dream I Never Wanna Wake Up From,sad boy with a laptop,4/29/18,album,,
6sMM2Pq0OZcEj9FeFUhQsu,Next Up (feat. Tee Grizzley),"Sada Baby, Tee Grizzley",8/16/19,album,,
5TmvEiWbrkpU8ogeUSYcnB,Agua,Sadat X,7/15/16,album,,
2ahkxr7MjweloqSAGd7p1d,Black October,Sadat X,10/17/06,album,,
5NbJcFnFCOYlOngf22IN5l,Brand New Bein',Sadat X,5/11/09,album,,
3rkXs8N7XqBppETqjLVPOD,Experience & Education,Sadat X,10/20/17,album,,
4HosQ3WMfF8CXqBMYtJmA3,Generation X Album Remastered,Sadat X,1/25/06,album,,
2ih4k6vt5JJfT5GhnptEBw,"Love, Hell or Right",Sadat X,12/4/12,album,,
523zSmM4AMDAOEcng5PiBd,"Love, Hell or Right (Clean)",Sadat X,12/4/12,album,1,duplicate
3iHPhINzHmrJfjT9yABfAL,Never Left,Sadat X,1/20/15,album,1,duplicate
1nXujmWPoP0YQLzHrdLZ2a,Never Left (Deluxe Edition),Sadat X,9/11/15,album,,
64PF4FvXMlzVhmbgA4PdNO,No Features,Sadat X,7/4/11,album,,
1leIugCRqdohYJ8mxRvqoa,The Sum of a Man,Sadat X,6/16/17,album,,
2i8aS31CqYesileunbcsNS,The Sum of a Man (Instrumentals),Sadat X,1/19/18,album,1,duplicate
3Y91Vy6sfkZaYSiu5nNd7E,Wild Cowboys II,Sadat X,3/23/10,album,,
3u5002biJrs1NsGuNBK26S,XL,"Sadat X, El Da Sensei",9/28/18,album,,
2Ud5Kw7L2AEUq4oovEg8wz,"Are You Scared, Pt. 1",SAFE,3/28/18,album,,
1ZoUnYezzLHlZwIU9nOMcM,Safe Freestyle,SAFE,1/23/19,album,,
733z83e8O7NxUNJvLXmmZp,STAY,SAFE,5/10/19,album,,
0to6F8xxZGgeFNMq7TEMpi,Paid In Full,"SAFE, Playboi Carti",4/5/19,album,,
70RKBP08i1zX7unrcZQOFW,3P,SahBabii,2/26/19,album,,
4gAXFLgWrYWM1IHLT7ijmf,7 Squids (feat. R. Kelly),SahBabii,8/22/18,album,,
1YQAG1xQthpMaVptdKUFIE,Dumb Bitch,SahBabii,10/1/15,album,,
2EMsCcDaWAz421AYWN7Rbd,Gotta Pay,SahBabii,11/4/15,album,,
1HZkSGc2XwYYHIqxIV8zkN,Marsupial Superstars (feat. T3),SahBabii,5/26/17,album,,
4ppi7pqv48aO8Ji6zkLxqY,Not Safe,SahBabii,9/8/15,album,,
5nHwW82mWFwNSKI3jn77LZ,Pull Up Wit Ah Stick (feat. Loso Loaded),SahBabii,4/7/17,album,,
1SEJyixQNTiWCVCrMLrNZB,Purple Ape (feat. 4orever),SahBabii,6/2/17,album,,
3DvMjtyNAGVnNR40g40ZjZ,Rules,SahBabii,7/24/15,album,,
33fqwRNqon25UnvkOgVcCC,S.A.N.D.A.S.,SahBabii,6/9/17,album,,
0YksPVYor2eHo7ILCTAxJs,Squidtastic,SahBabii,8/29/18,album,,
2LmqWWjVdmqUsYyHrDonUc,Watery,SahBabii,6/8/18,album,,
0mCHJHcYACJZKmRmUMkoOi,Outstanding (feat. 21 Savage),"SahBabii, 21 Savage",4/20/18,album,,
2y7oWfzCXzSpn7niXRmxNT,The Raw,"Saigon, Inspectah Deck, Bekay",11/4/08,album,,
7CUxbzyicgmStFtVTJXfZL,The Raw (M-Phazes Remix),"Saigon, Inspectah Deck, Bekay",1/17/12,album,1,duplicate
0sJtJXbvac6Gf6LbGtgydu,Duck Sauce Remix,"Saint Vinci, DaBaby, Phresher",8/9/19,album,,
5mvamjqFDxuWVdRKbCoetg,Demasiado Loca,"Sak Noel, Lil Jon",1/25/19,album,2,
7wJgYlfid4ka1zO48Syrcu,Demasiado Loca (Remixes),"Sak Noel, Lil Jon",6/14/19,album,1,duplicate
3Y5f752czk5uWixE97pJIt,40 Days & 40 Nights (PT. 2),Salaam Remi,11/15/19,album,2,
3Y8tS2LxJ9Htqa3krNTngD,Do It FoR ThE CulTuRe 2,Salaam Remi,1/3/20,album,2,
5ACRz8NDsxDkbBtNlUPtlk,Grass Is Greener,Salaam Remi,4/19/19,album,2,
0r2CMZs9COn1OOq9e4uCE7,Keep Hope Alive,Salaam Remi,12/27/19,album,2,
2Go935YIe95ACa7nnpgAVp,Mo'Thirsty Riddim,Salaam Remi,12/6/19,album,2,
31TB4Mcu7TZoJI6RrDR2GK,One Time,Salaam Remi,1/3/20,album,2,
4YCcShZkf8EXUi0DcbpICw,One: In The Chamber (Deluxe Edition),Salaam Remi,6/1/18,album,2,
68K2S5KqrugxGvdwYM8yDZ,PragueNosis,Salaam Remi,6/9/09,album,2,
5WijPW4eRHFuUghALZstn1,Sparkle (Original Motion Picture Score),Salaam Remi,2012,album,1,soundtrack
0Bza0IWyQOrJlOG2uKuB4z,Thirsty Riddim,Salaam Remi,8/16/19,album,2,
