album_uri,album_name,artist,release_date,album_type,remove,notes
6GVR4474oVFLwzynhrgNZd,On That (feat. Lil Wyte) - Single,"Gangsta Boo, La Chat",12/13/13,album,,
1p7Z5MLXyv8GdLw5Clst1T,Witch,"Gangsta Boo, La Chat",5/27/14,album,,
0wQqC1dBE5ZtczWOC8vSu6,Yea Hoe,"Gangsta Boo, Sinjin Hawke",9/9/13,album,,
5Rhf2lMiFuEzlQ7JWNIxxb,Yea Hoe Mixes,"Gangsta Boo, Sinjin Hawke",4/4/17,album,1,duplicate
5uVl49FsC9vFHCxNT2zoiJ,Pearl Cadillac (feat. Andra Day),"Gary Clark Jr., Andra Day",12/13/19,album,2,
1sOcokaXUekigKIFqxAnTJ,"Safety 2020 (feat. Chris Brown, Afro B & DJ Snake)","GASHI, Chris Brown, Afro B",1/24/20,album,,
57CwDVIc5RcbBrYnefrnjl,Handz up (Work),"Gator Boyz, Verse Simmonds",3/1/19,album,2,
1Ql4wVtKyqjnfdDvEsp9uH,Link Up (Geko x Stefflon Don x Deno x Dappy),"Geko, Stefflon Don, Deno",11/21/19,album,,
2o4b8qDspiUC3VGnWgMr5p,Space,"GENIUS, Eearz, K CAMP",11/3/17,album,2,
6BYNtb6ioRu8r1sylgiymg,Abrasions,"Gensu Dean, Planet Asia",2/26/13,album,,
1gAsQ5aHvDtQQNLbN1g3oV,Mortdecai (Original Motion Picture Soundtrack),"Geoff Zanelli, Mark Ronson",1/20/15,album,1,soundtrack
4YPyfcfXJrH7qV29nPB0SP,Toupre aw,"Gerfley, Shyne",10/2/19,album,2,
1jHze4YU5kGfL1AJbpQin9,Blast Off (feat. Pharrell Williams),"Gesaffelstein, Pharrell Williams",3/1/19,album,2,
3ZqeGAhN0kYurzqhZcVTq0,A Pale (Gesaffelstein Remix),"Gesaffelstein, ROSALIA",11/1/19,album,2,
2MNtOTfhYOxIw5xWEQHUvZ,36 Seasons,Ghostface Killah,12/9/14,album,,
3hPl7uRfNdRvoRW0kUzkVk,Apollo Kids,Ghostface Killah,1/1/10,album,,
4t1y7sVACbddwczEcQs5HI,Ghost Files - Propane Tape,Ghostface Killah,11/30/18,album,,
4imA6mzSbTkAm0GoHh6zRF,Ghostdini Wizard Of Poetry In Emerald City,Ghostface Killah,1/1/09,album,,
7EYx33pYJKBfjCaDsfIjp4,Ghostface Killahs,Ghostface Killah,9/13/19,album,,
2o8bBwp8CMxyeCg4P6KF7A,Hidden Darts Special Edition,Ghostface Killah,9/22/10,album,,
2fPz4Kn1vZTFZVbP0ia8Vq,Adrian Younge Presents: 12 Reasons to Die I,"Ghostface Killah, Adrian Younge, Linear Labs",3/30/18,album,,
3G7WHOu9IDqO4UKyw2IfUr,Adrian Younge Presents: 12 Reasons To Die II,"Ghostface Killah, Adrian Younge, Linear Labs",6/26/15,album,,
7yXfSAtdHFZ1pYSubEio6a,The Brown Tape,"Ghostface Killah, Apollo Brown",1/26/18,album,,
40c7E8VG9R8U0NKft7J7Yk,Ghost Files - Bronze Tape,"Ghostface Killah, Bronze Nazareth",11/30/18,album,,
4pow36lq51uNNkk6LnaPL6,Swedish Steel,"Ghostwriter LA, Kool G Rap",8/16/19,album,2,
13sFrjxKyvYWjoxTwZaiLZ,187,Giggs,2/21/19,album,,
0a1J2oCvOyL3lfqgG0ViyT,BIG BAD...,Giggs,2/22/19,album,,
2JckMCvStjcfDrJ3EK2y0n,Landlord,Giggs,8/5/16,album,,
5iFFYaOOj9KYtGdUgUW37Z,Linguo,Giggs,11/29/17,album,,
3C53Z3xy95mMCBge5EGxN4,Rap Gustavo,Giggs,11/5/16,album,,
2UAWSIueBxqi7bXSoKxQ7v,Walk in Da Park,Giggs,8/4/08,album,,
7C1MfzZy2I988m1dIEzV6o,Wamp 2 Dem,Giggs,10/6/17,album,,
4sQyv87joghsPei1vGZZqg,When Will It Stop,Giggs,10/14/13,album,1,duplicate
4HebigVyxEbiNDMQ7AzpPV,When Will It Stop (Deluxe Edition),Giggs,10/14/13,album,,
0XD7BC2ZBhxTUALLMkGU92,Whippin Excursion,Giggs,7/22/16,album,,
0PH9PbOv7T44GcZxo5uEDT,Rasta Barbie Remix,"Gigolo Y La Exce, Myke Towers, Arcangel",10/16/19,album,2,
4azaxjUXV0gT0EoptP1i1z,Trouble in Paradise,"Girl Talk, Erick the Architect",4/23/18,album,2,
4X9trgYrvge4ar1IqwQE9Z,No Problem,"Girl Talk, Young Nudy",8/15/19,album,2,
03bMeP9WSZQeSaauVCkiem,Drippin in Diamonds,"GizzleStarrMade, Pressa",7/10/19,album,2,
3cxlSKgv1Y4fWqdcJw6hU1,$mellin Like Money (feat. MNAJ),Glasses Malone,9/8/16,album,,
4tN5SMjxc4oYpbLeK4F0jo,2Pac Must Die,Glasses Malone,7/12/19,album,,
7gThiJlIhEAo2lzslrrqRG,After Hours (feat. Dom Kennedy) - Single,Glasses Malone,6/11/15,album,,
4XDXzjwg1tYNXdZcf6RFTS,Beach Cruiser,Glasses Malone,8/30/11,album,,
6kFs1GVirSxCEnLJFmLSIw,Big Bro,Glasses Malone,7/1/15,album,,
3Bc6FuMrPr39I02t69UCWR,Flowers - Single,Glasses Malone,6/21/15,album,,
7JPdzSFUG6VNHlOvZLrwj2,GlassHouse 2: Life Ain't Nuthin But...,Glasses Malone,9/5/15,album,,
0bfMUy7NUIf2TUh0s3dQ2V,Knock It out (Nelson Cruz Walk up Song),Glasses Malone,8/8/15,album,,
4iPkHM8QzGvLRFAX2eq4QS,My World (feat. Brian McKnight) - Single,Glasses Malone,5/7/15,album,,
58xuCx5Ze4gtUbDNyydlXp,Nightmare On Seven Street,Glasses Malone,4/27/10,album,,
1HL9CYP0hFqaHPr25dYEGC,Thuggin' (feat. Kendrick Lamar & Killer Mike) [Remix] - Single,Glasses Malone,8/5/15,album,,
3zM0j9Hl5zBmfpuL6dWLyG,Thuggin' (feat. Kendrick Lamar) - Single,Glasses Malone,4/20/15,album,1,duplicate
4csZdTMVCJ2Xc1jfb0OdlY,Money Music,"Glasses Malone, Mack 10",4/12/11,album,,
03HmqFJmv2IjuvPPvK4BTP,Nowhere Better,"Glasses Malone, The Hippie Thug Family",5/19/15,album,2,
0DlSjc8o1RlK0y7NeH33mL,Coolout,GLC,2/26/16,album,,
4MbrBRf5CjBxDTsVMCZmhG,Eternal Sunshine of the Pimpin' mind,GLC,12/6/11,album,,
0wWiOr2nuOB9u8m2nxuWXl,"Love, Life & Loyalty",GLC,1/1/10,album,,
798n9hJpSTItDaZiExKF7R,Malcolm X,GLC,5/23/14,album,,
5vRuytfhIijoLbYjExPC1P,Show You What This Ism Do - Single,GLC,11/12/11,album,,
7EykzCMCRH2yS47HSx0vRf,The Anti Simp,GLC,8/7/12,album,,
1WS05r0m7TxAbg7D5jnxQw,The Flow,GLC,7/27/17,album,,
5zOiqCC0L9rNOi7KROBqQy,Clockin' Lotsa Dollarz,"GLC, Bun B, Sir Mix-A-Lot",1/1/10,album,,
6kohAuwW7UPm6BmGVXspwj,Sankofa with Kwesi (feat. Kwesi Ronald Harris),"GLC, RichGains",7/6/17,album,,
1DsXnQMKBYsc3EU1x64gJW,The Light (feat. Manfred Mann; Myxer Exclusive),"GLC, Sir Mix-A-Lot, Bun B",1/1/10,album,,
0xRPRKuz0locCf3ObS7WKI,Body (feat. Saweetie),"Glowie, Saweetie",11/23/18,album,,
2sTPYusz7nmmQh0HgKG7Td,Death Note,"GNAR, Craig Xen",6/7/19,album,2,
3tlDQco8P9HFoR5CRC1BCj,"And After That, We Didn't Talk",GoldLink,11/6/15,album,,
58Qn0fNPQBC2aYeP6XkQeb,"And After That, We Didn't Talk - The Remixes",GoldLink,6/10/16,album,1,duplicate
18JrBX1QkpnUSJF3oxX6RX,At What Cost,GoldLink,3/24/17,album,,
790qROmQ1y4aPEYLcSkScH,Diaspora,GoldLink,6/12/19,album,,
2STQBFjZMi8in9qFJyjOzt,Got Muscle (feat. Peewee Longway & WaveIQ),GoldLink,1/25/19,album,,
5BVRgMtjVkUcy0rznmuC2Q,Joke Ting (feat. Ari PenSmith),GoldLink,5/31/19,album,,
4yVCW2ysRZYyYxXvzisMx3,Justine's Interlude - A COLORS SHOW,GoldLink,1/10/19,album,,
312nhg8yOA9JbFKi0cNNky,The God Complex,GoldLink,4/1/14,album,,
5g0xMnMMjem2z6vr3ZXzES,"U Say (feat. Tyler, The Creator & Jay Prince)",GoldLink,6/6/19,album,,
0AZaV4LPEKjXUDYmNsB1zK,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),GoldLink,5/13/19,album,,
6bORev5aRxM5DzaQDUXWG7,Got Friends,"GoldLink, Miguel",6/13/18,album,,
5h2Z7BOwtE7bds3MYluoKI,Light Day,"Goldyard, Trinidad James",10/11/19,album,2,
0dFSEV6LINTq0nvHnmEeSs,Where Was You At,"Good Gas, FKi 1st, Matt Ox",5/17/19,album,,
2kz7a9d9J4ZOU1syE0eaJS,Age Against The Machine,Goodie Mob,8/27/13,album,,
1Xqm7XzbgDoP1tyXkqMOch,Dirty South Classics,Goodie Mob,2003,album,1,compilation
4Axfi5WdzBr76JllAASdxG,Fight To Win (feat. CeeLo Green),Goodie Mob,4/23/12,album,,
3OlVQh2vT0iW68LKsSWt6r,One Monkey Don't Stop No Show,Goodie Mob,6/29/04,album,,
6cKgDS8oVcCNw9EjQf66er,Soul Food,Goodie Mob,11/7/95,album,,
1CEdzMKobQ63HnCFc4VbwJ,Special Education (feat. Janelle Monae),Goodie Mob,6/18/13,album,,
5DH3m48q5nJ9QMK7nvx1PK,World Party,Goodie Mob,11/30/99,album,,
7rH5aPfFALaXUfLbBOD3G8,No Rain No Rainbow,"Goodie Mob, Organized Noize",4/19/19,album,,
0pdYY0CHFRVFLBZEPEKTMZ,D-Sides,Gorillaz,11/19/07,album,1,duplicate
2w4tLG1JH25BysuILfkI0x,D-Sides [Special Edition],Gorillaz,11/19/07,album,,
0bUTHlWbkSQysoM3VsWldT,Demon Days,Gorillaz,5/23/05,album,,
0J3u0IeHzuymSz7v934vrd,Demon Days Live at the Manchester Opera House,Gorillaz,11/25/11,album,1,live
5psQDCgtFeD7dYQfp7iDAT,Fire Flies,Gorillaz,6/14/18,album,,
0YvYmLBFFwYxgI4U9KKgUm,Gorillaz,Gorillaz,2001,album,,
6BjHI9viwfuY6xWZAcP5l7,Hollywood (feat. Snoop Dogg & Jamie Principle),Gorillaz,6/21/18,album,,
0NvirtaDCaZU5PAW1O5FDE,Humanz (Deluxe),Gorillaz,4/28/17,album,,
1n21RxlTNW3J2dHYy8RJPX,Humility (feat. George Benson) [Remixes],Gorillaz,7/12/18,album,,
2dIGnmEIy1WZIcZCFSj6i8,Plastic Beach,Gorillaz,3/3/10,album,,
4ylpUUmMEz2FRtsWzuIbrS,Song Machine Episode 1,Gorillaz,1/30/20,album,,
5BgM99uyOY2nlSUAIS0uwT,Song Machine Theme Tune,Gorillaz,1/28/20,album,,
5jJGGsAztgUEXUHHZ2zrah,The Fall,Gorillaz,2010,album,,
1amYhlukNF8WdaQC3gKkgL,The Now Now,Gorillaz,6/29/18,album,,
2j5V8YaXQcY4ZzyG4tOQOC,Tranz,Gorillaz,9/14/18,album,,
4TFUpIMjyDxQpQWcRzMlCk,Tranz (Pote Remix),Gorillaz,9/28/18,album,1,duplicate
1QwJwcvJ9wiYfGxwk6YZOy,Momentary Bliss (feat. slowthai and Slaves),"Gorillaz, slowthai, Slaves",1/30/20,album,,
46bHbUtpBk7lNUil14ykvu,Laika Come Home,"Gorillaz, Space Monkeyz",7/1/02,album,,
7tVF4dpImEGxq4bcOq8xep,mercy (feat. Vic Mensa),"Grace Weber, Vic Mensa",11/30/18,album,2,
58U03BYpx4UeJiBDmSiqG6,Blow,"Grafh, Benny The Butcher",1/15/19,album,,
3VA5POAcYM4LiQX3UtRMq9,Working Baby,"Gramzunkut, Fred the Godson",8/30/19,album,,
0KX8bwBAlNujkrJ0Eg5xm6,Deep,"Grandtheft, Christian Rich",8/16/13,album,2,
2IVOlsEPr3CO9pxvE9vbf6,Lamar Jackson,"GSG Mont, A$AP ANT",1/8/20,album,2,
0j5nKraR0Kj5QGmYL9zcHl,Dior Deposits,Guapdad 4000,10/25/19,album,1,duplicate
1kX8DoiYygZDcd33aEOjTi,Dior Deposits (Deluxe),Guapdad 4000,12/20/19,album,,
3TyMNYzVfazAiMtLCfL3Ur,Drip On You,Guapdad 4000,10/8/18,album,,
1JMKKqvrbXyhF5V8QcMW0y,Flossin,Guapdad 4000,6/7/19,album,,
14xeAWQUyTrqsq4rxkDsGg,Fraudulent Feng Shui,Guapdad 4000,8/15/18,album,,
5sv3jHKqSfuxflO702ROop,Fuck A Scammer,Guapdad 4000,8/27/18,album,,
79IEM8vVpb6BJaPHO1gwUP,On Everything,Guapdad 4000,9/26/18,album,,
1OqTdcvJSciAXXwu6G6oJ7,Paris Hilton,Guapdad 4000,8/30/18,album,,
4xCgzuiuc9eQQFgGwzHqNA,Red Flags,Guapdad 4000,12/4/18,album,,
436SAPMaPiSRIcoNPYKv3t,Scamboy Color,Guapdad 4000,12/8/17,album,,
5ZBZhM4iA3jYwRzZAUmopZ,Scammin (feat. Mozzy),Guapdad 4000,7/12/19,album,,
3I1HHCAhFSDtf1tExFJqXu,Won't Leave,Guapdad 4000,9/5/18,album,,
60XFy3v9MvZZBRcIVSYC3j,Prada Process (feat. 6LACK),"Guapdad 4000, 6LACK",8/23/19,album,,
432608DLpP0hExluDkY3Yh,Gucci Pajamas (feat. Chance the Rapper and Charlie Wilson),"Guapdad 4000, Chance the Rapper, Charlie Wilson",10/3/19,album,,
5hAxEYaeRz7KwDI85ffxDD,First Things First (feat. G-Eazy and Reo Cragun),"Guapdad 4000, G-Eazy, Reo Cragun",8/15/19,album,,
78wFyEToysapZpTEH90GTv,California,"Guapdad 4000, Yung Pinch, Harikiri",4/19/19,album,,
2FDYcU1NTibzvrv4XDJofN,Delusions of Grandeur,Gucci Mane,6/21/19,album,,
0smWYh2nQsaZNonBGZpZMn,Droptopwop,Gucci Mane,5/26/17,album,,
41Mzki3Yox73btDc51evLi,East Atlanta Santa 3,Gucci Mane,12/20/19,album,,
1u5gq15cYorEthAD0IDDOB,El Gato: The Human Glacier,Gucci Mane,12/22/17,album,,
3WjDB3j2yZL4g0hBGHF04i,Everybody Looking,Gucci Mane,7/22/16,album,,
5xqQtdlJUY7Fg4BMp13LrX,Evil Genius,Gucci Mane,12/7/18,album,,
2aTOwGU66ocsf8IQpOI0XZ,Mr. Davis,Gucci Mane,10/13/17,album,,
4MoVPs5mVFmZ4N6RmNTFWB,The Return of East Atlanta Santa,Gucci Mane,12/16/16,album,,
7uhnNKFG1UcksJMtg7IjuZ,TRU COLORS,Gucci Mane,5/13/16,album,,
4A70XLIysm5lTaZYtCDveX,WOPTOBER,Gucci Mane,10/14/16,album,,
6hopdoEE79EsQ6mjjBUbFU,Woptober II,Gucci Mane,10/18/19,album,,
7mkyc2BUahNfo0orKzqNGB,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",9/14/18,album,,
1TGjjNgPoIsFzA6DCkl1PX,Money Power Ammunition,"Gucci Mane, Peewee Longway",4/25/14,album,,
3JngIIj23h9qYU97YoqM2V,The White Album,"Gucci Mane, Peewee Longway",6/9/15,album,,
0mwBBakrN8od4rpN1BL5Nk,Felix Brothers,"Gucci Mane, Peewee Longway, Young Dolph",6/30/15,album,,
5LgcjOrDhwIyd6DtZ6mS7l,Gucci Da Don,"Gucci Mane, Rocko",3/12/15,album,,
7FFVe9Xh9xj7uMv4RYt0HQ,East Atlanta Memphis,"Gucci Mane, Young Dolph",12/11/15,album,,
5nAEaCs2xgwO87YW0oX1Zz,Free Bricks 2,"Gucci Mane, Young Scooter",12/11/15,album,,
5yu0WHG7kYQuFA7GdOQL9Y,The Purple Album,"Gucci Mane, Young Thug",6/9/15,album,,
56hYCG1iltKiEgSPOeRRYd,Young Thugga Mane La Flare,"Gucci Mane, Young Thug",4/24/14,album,,
3qIk608h23slt7KEqhEyj4,Young Thugger Mane La Flare,"Gucci Mane, Young Thug",12/11/15,album,1,duplicate
19Jy8PqP0U07Uz1GCi6dSY,Back 2 Guddaville,Gudda Gudda,11/7/10,album,,
2KgwB2ex44bRvhOBe9ebQz,Be-4 Tha Deal - Next Up,Gudda Gudda,1/1/10,album,,
1FFiUiT3w0XY7bBIhhSDlD,Gudda Grindin,Gudda Gudda,4/6/12,album,,
3kHAFeQb9FXorRfIlQnUaH,Guddaville,Gudda Gudda,3/12/17,album,,
70n8Gd2JjP169hZMt6ZdNr,Guddaville (Screwed),Gudda Gudda,11/10/09,album,1,duplicate
1vv8bcmQRtrPpO423Cbxx8,Guerilla Nasty,"Guerilla Black, Jazze Pha, Brooke Valentine",1/1/04,album,2,
6YHQTLwlu5geAjUyuJ8YcY,Detroit's Son,Guilty Simpson,8/21/15,album,,
61RfNCw8Qw9S4bTxtUJsvf,Ode To The Ghetto,Guilty Simpson,3/25/08,album,,
2ZBt5mSuxPhkMKNktznFUb,OJ Simpson,Guilty Simpson,5/18/10,album,,
67fGQWWjbwFDRFhiVxQBmE,Sterling,Guilty Simpson,7/26/19,album,,
1AmE7zc2hQaHkZRRZGfwWG,Dice Game,"Guilty Simpson, Apollo Brown",11/6/12,album,,
7ASaRYVILtFEu0y1uEd6Hu,Co-Op,"Guilty Simpson, Cuns",12/11/17,album,,
2GzGRl8QANjFR4LQd7Btqt,Highway Robbery,"Guilty Simpson, Small Professor",9/23/13,album,,
7ow3G2OFzIlki8PmmOEIsM,Greatness - Single,"Guilty Simpson, Stone Tone",10/23/15,album,,
6XhhzCHUNzZ7FYU1KK9K8u,Drip or Down,Gunna,11/30/17,album,1,duplicate
3flHKlyXgH4vu277N43sMJ,Drip or Drown,Gunna,11/30/17,album,,
1oUzjom2A9xtyRM1SdOAGj,Drip or Drown 2,Gunna,2/22/19,album,,
0dHaEMMoQ7HP3nBi3yYU0o,Drip Season,Gunna,10/15/16,album,,
3vObc2h4jNdpjUoA1XlxCQ,Drip Season 2,Gunna,5/11/17,album,,
2zfUkbJbKtO6wGopVtmlWf,Drip Season 3,Gunna,2/2/18,album,1,duplicate
5xtAAHr59ozJ2PQ67utEmi,Drip Season 3 (Deluxe),Gunna,2/2/18,album,,
12OKJDXvGwSpi3uJ9aoBcn,One Call,Gunna,2/1/19,album,,
4eksthxT0hhR72A46Qr9OT,Speed It Up,Gunna,2/11/19,album,,
7G8UeG5SycqUKw1FmttZor,Change Ya,"Gunna Husain, D-Lo",1/14/20,album,2,
0jYz6c0LNWZchW51VJJ95B,Acquitted,Gunplay,6/10/13,album,,
3zCNNixMP1mwFDBroaROAm,ACTIVE,Gunplay,6/22/18,album,,
4cmtBI8Bf8qRD90laPqh4i,Anml Shltr,Gunplay,10/5/18,album,,
3sRMzy5jCnvijzMxI3ANhK,Bogota Rich,Gunplay,3/9/12,album,,
25BEQt3Jaw707wP3YnVdwx,Dark Vader - Viral Remix,Gunplay,11/12/18,album,,
0c96ll0mGXb8PssPOO9vwK,Haram,Gunplay,9/29/17,album,,
4LdxiAgPEMjtASMek49fBq,Inglorious Bastards Chopped & Screwed,Gunplay,1/10/11,album,1,duplicate
12zAAq6sgxj6nQ5Z3n3sye,Living Legend,Gunplay,7/31/15,album,,
6dQ8M656JXw1TBtKLZvgQi,On a Daily (Remix),Gunplay,9/27/19,album,,
6ie0hWEnoJE3J7QTWOu4gA,The Fix Tape,Gunplay,8/18/17,album,,
2UezG5XolEz029Uf6PNJor,The Plug,Gunplay,7/21/17,album,,
4xVavwV7eLd0fAQERFFJlK,The Plug & Haram (Deluxe Edition),"Gunplay, Rick Ross",10/11/19,album,1,duplicate
7AtoZvomAp7zWTPuMeQteO,#WYWDT (Where You Wanna Do This?),Guordan Banks,6/24/16,album,,
1TFnDLXza0IMAITvqviHFB,Baby Girl,Guordan Banks,4/7/17,album,,
0CnycR4ezQkvLBtCeq9pGV,BLOOD ON THE VINYL,Guordan Banks,10/25/19,album,,
5Kj6uTdPaw3pfYRlAhnATC,Can't Keep Runnin',Guordan Banks,2/18/19,album,,
5gYtHzibmhcT1yZSOI0xWL,Crossover,Guordan Banks,4/7/17,album,,
0SqNCUwPuSXnagK7GGIWFW,Dear Friend,Guordan Banks,5/5/17,album,,
5Zmu9yuPu6Bsm3heBKb1tO,Feel Away,Guordan Banks,11/17/17,album,,
6FS8UceiqRynhBEv8S2tOW,Hug,Guordan Banks,2/6/17,album,,
3Yge4r9nwVupVedQQ3T8G6,Keep You in Mind,Guordan Banks,8/23/15,album,,
65CDKzqSLt1IuqDN89KQDI,Keep You in Mind (Live),Guordan Banks,9/9/16,album,1,duplicate
5Jd80LSTxu4Ow5wIUFNTrn,Keep You in Mind (Remix),Guordan Banks,11/2/16,album,1,duplicate
5u3fkixJzWOGw4Gv47Ulfl,Leanin' On,Guordan Banks,9/25/15,album,,
5bdZBNAjctrPIEWykcC3MX,Love with You,Guordan Banks,12/1/17,album,,
1vw5BJyKWKPxoEbmRxrYM2,Unpopular,Guordan Banks,12/8/17,album,,
7g0QTWWbCSFaX9Zj4Z6E03,We Might Die,Guordan Banks,10/23/15,album,,
47btUoXZYk6Lk1WN8ZtJtg,Keep You in Mind (EC Twins Mixes),"Guordan Banks, EC Twins",7/1/16,album,,
4e54gjyGDst6G6NluTAKeV,The Blue Sky Black Death Instrumentals,"Gutta, Blue Sky Black Death",9/7/10,album,1,duplicate
6JyUHx2dftQykK0e8EUZqR,Day Day World,"Guttaville Dough, Young Gino, Lil Duke",8/6/19,album,2,
48cxgJCwIa4VS27ILrpyeC,11 11,"Guy Gerber, Diddy",8/20/14,album,2,
2EPE3gxQL87WNAoBc8vmAq,Tourist Trap,"Guy Gerber, Diddy",3/23/15,album,2,
0SXgMMZH38r0Zj8z4DDGAc,Daylight EP,"H.A.N.Z., 88-Keys, H.A.N.Z. & 88 Keys feat. Duquee Braun",2003,album,2,
04w2ildzatiXBlYq4AwIOm,Comfortable,H.E.R.,2/5/20,album,,
13YZDgelDkoH8exLt5swyH,Could've Been (Remix) (feat. Tone Stith),H.E.R.,2/1/19,album,,
0pV0Mx07aMApIpF19oSQgY,H.E.R.,H.E.R.,10/20/17,album,,
0EaFVtpOZwiLHalJrHAAMf,Hard Place,H.E.R.,2/25/19,album,,
0IMTA2Wz6p8CNZ0MDK2zvg,I Used To Know Her,H.E.R.,8/30/19,album,,
2hpdw6BdmnQqv7MfGQtjhl,Make It Rain - Live at Austin City Limits,H.E.R.,8/29/19,album,,
5ixUfKMlE7z5djoQf7kP4k,Racks (feat. YBN Cordae),H.E.R.,6/25/19,album,,
5RQ6mSP3z2oleX403F0kCQ,"Think (From the Motion Picture ""What Men Want"")",H.E.R.,1/31/19,album,,
7LMJKPGcBZjZf6AEnTBS2t,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)","H.E.R., A Boogie Wit da Hoodie, Chris Brown",1/17/20,album,,
2WRy9RguFAlk80lnRHAynh,Focus (feat. Chris Brown) [DJ Envy Remix],"H.E.R., Chris Brown, DJ Envy",5/4/18,album,,
4Q9xv2214rKHE1CP0DIdJ1,Jesus Is a Samurai,"HA, Hodgy, Alvin Risk",12/14/18,album,,
4Vic3X5pB78nKQPzU6FStD,O.P.E.N.,"HA, Hodgy, Alvin Risk",9/14/18,album,,
2ZTVMYx238UXqHwiMxI2i5,Precious,"HA, Hodgy, Alvin Risk",11/2/18,album,,
6JFsisjpUarmCfG3lrfP4Q,Without Me (with Juice WRLD),"Halsey, Juice WRLD",1/9/19,album,,
6nRmgnXFlSsfPYTtRp52gR,Hidden Figures - Original Score,"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",1/6/17,album,1,soundtrack
0UPsQdrD2BF7tTMuCGt6IK,Nothin To Me,"Hardo, Peewee Longway, Tay Keith",1/24/20,album,,
3DFySao9VsItXhXRBT3zkt,Just Slide (feat. Jaden),"Harry Hudson, Jaden",11/9/18,album,2,
6kYbL83GbkEPY6lh7RVJHD,Tip Toe,"Harsh World, A$AP ANT, Treez Lowkey",8/14/18,album,2,
466dXsD996vETUXISFAtid,Escobar,"Harvey Stripes, Pressa",8/23/19,album,2,
58D9vBXiOvrOOUr5me8PYT,13,Havoc,5/23/16,album,,
3plSyuZ1Njm0N1c4IqzSWh,13 Reloaded,Havoc,4/10/15,album,,
615XTXKJs6oRas1MFX6Kpb,13 Reloaded (Instrumentals),Havoc,4/10/15,album,,
2t7Izhbdh2rM85bkyXN9JE,Cash Flow (feat. Slum Village),Havoc,4/2/13,album,,
4tkwD9cRjrOSRkgQiPjjrx,CLOUT CHASER,Havoc,5/19/19,album,,
0bztWZubqRcKKx2oz0UoK7,Hidden Files,Havoc,2/24/09,album,,
6oLeqMNMy9kpd93wNvvizb,Konforto,Havoc,2/9/19,album,,
5LzKQsU49H1C8DhgCeW5tk,Pfand,Havoc,7/11/19,album,,
2nZRJAj0q1FO1BL2i8n5WI,Tell Me to My Face,Havoc,3/5/13,album,,
5iCV8aH7TpuJUXg9xPnPzs,The Kush,Havoc,9/18/07,album,,
3xHPDf92eiWMjIzREhf3yX,The Kush (Instrumentals),Havoc,5/23/16,album,1,duplicate
3XnUJiIc1I8EZrtEteALJK,Buck 50's & Bullet Wounds,"Havoc, The Alchemist",4/29/16,album,,
351kL4681Eie6mCKBIiA0W,Maintain (Fuck How You Feel),"Havoc, The Alchemist",4/8/16,album,,
0ZmFxitDMDj0FMBKGY1Rnc,The Silent Partner,"Havoc, The Alchemist",5/20/16,album,,
3wVeEoKz1AcPBb5wlwMWcK,The Silent Partner (Instrumentals),"Havoc, The Alchemist",5/20/16,album,1,duplicate
5ZIAAbPTKcVEL0MzPT4aYP,The Natural 2 & The Rehab (Deluxe Edition),"Haystak / Young Buck, Young Buck, Haystak",5/26/15,album,2,
0Uzp5GLul8InMaaMPUvzZo,Fresh 2: The Enlightenment,"HD, DJ.Fresh",5/11/18,album,2,
4FcFSnUhXN8MLoX7CQGdUg,Back to Basics (feat. Skepta),"Headie One, Skepta",7/4/19,album,2,
5AqA9sP5nWY0Q4ysvpJOdo,Back to Basics (feat. Skepta) (Floating Points Remix),"Headie One, Skepta",8/9/19,album,1,duplicate
4auDowlBHcHVLEFYBc6hbp,Swerve (feat. Stefflon Don & NAV),"Headie One, Stefflon Don",8/22/19,album,2,
7LdTLvEj01IeIjdbZxfJiT,The Wages of Sin / Dominant Frequency,"Heavy Metal Kings, Vinnie Paz, ILL Bill",11/29/19,album,2,
73z9xQl0T08d4byCWHBJxC,Designer,"Heavy, Sauce Walka, Trapfrost",1/14/19,album,2,
5dCH7oivWsEj1qZx0g0fJ9,Digital Dope,Hell Razah,4/22/16,album,,
4mjGAFvY3iXvY0qAemkWhM,El Raziel,Hell Razah,4/5/15,album,,
27e8BuoBIHgiqArZ9aUEHy,Heaven Razah,Hell Razah,9/28/10,album,,
3VHh1FCgYOGkV07MJTEWOV,Kids In The Street,Hell Razah,6/15/10,album,,
1Zac6bPRquyXCHpoz40p8B,Renaissance Child,Hell Razah,2/20/07,album,,
4QWsURa8lDUUR9hZmpXEGG,When All Hell Breaks Loose,Hell Razah,10/31/13,album,,
7JS8trhEP17CgVV9DuXuVb,Sunz of Man Presents: Freedom of Speech,"Hell Razah, 4th Disciple",2004,album,,
3aucbGqVeWKCNmeaBmvEUR,Blaxploitation: A Piece of the Action,"Hell Razah, Ayatollah",7/4/17,album,,
7IHrwibEiECZv0yKBQfsw3,Beast of America (feat. DJ Flipcyide),"Hell Razah, Queen the Prophet, Judah Priest",9/23/16,album,,
2LR92nd85GcMNHFhw9dr78,Dusk Till Dawn (feat. Vic Mensa),"Hermitude, Vic Mensa",9/10/19,album,2,
