album_uri,album_name,artist,release_date
0MihD70HInk2rDaChdAdEy,Lupe Fiasco's The Cool,Lupe Fiasco,2007-01-01
05gKNAgBzLOGmTNVsGtP6p,Lupe Fiasco's Food & Liquor (5th Anniversary Edition; Deluxe Edition),Lupe Fiasco,2006-06-27
0TDJRkEr2SrhWTetdkEzED,Lupe Fiasco's Food & Liquor,Lupe Fiasco,2006-06-27
5sY6UIQ32GqwMLAfSNEaXb,Circles,Mac Miller,2020-01-17
5wtE5aLX5r7jOosmPhJhhk,Swimming,Mac Miller,2018-08-03
6f6tko6NWoH00cyFOl4VYQ,The Divine Feminine,Mac Miller,2016-09-16
13fsGE9UN5VaAkETSs94un,Best Day Ever (5th Anniversary Remastered Edition),Mac Miller,2016-06-03
2Tyx5dLhHYkx6zeAdVaTzN,GO:OD AM,Mac Miller,2015-09-18
0oPKygNJATeXkPWre0R0Nr,Live From Space,Mac Miller,2013-12-17
3T02fCxAjApu18taJLLbyN,Watching Movies with the Sound Off (Deluxe Edition),Mac Miller,2013-06-18
3ZNMAkjR6M4T0r6Of6jC08,Watching Movies with the Sound Off,Mac Miller,2013-06-18
7nVdkG4gZZxB1I1RLN27fJ,Macadelic (Remastered Edition),Mac Miller,2012-03-23
34Vqb2m74NU6Pb682ymHic,Blue Slide Park (Commentary Version),Mac Miller,2011-11-15
6VhDYmsjHqRxKXd0z7hmXI,Blue Slide Park,Mac Miller,2011-11-15
16Wn60d87WBlf0Tu8Sqnck,Blue Slide Park (Edited Version),Mac Miller,2011-11-15
3giQKi73ayOnj7jxGevJwg,Madvillainy 2: The Madlib Remix,Madvillain,2008-09-30
39qfFzn2Cii6N0AdAXdg9p,Four Tet Remixes,Madvillain,2005
01FCoGEQ3NFWF4fHJzdiax,Madvillainy,Madvillain,2004-03-24
6UYZEYjpN1DYRW0kqFy9ZE,Championships,Meek Mill,2018-11-30
2OWLbSd0bRFLw2M0KlgrgJ,Wins & Losses (Deluxe Edition),Meek Mill,2017-08-04
2SCQAZZ5pc90l9SPBsWCIQ,Wins & Losses,Meek Mill,2017-07-21
6sNbRwX0lZREkdmUSDsVzo,DC4,Meek Mill,2016-10-28
31ZNLGjARu4skCvhGc1bfA,First Come First Serve,Meek Mill,2015-09-02
2O3OKOYCub892PUGprsaQo,Dreams Worth More Than Money,Meek Mill,2015-06-29
3CjBOwf3HzW7fWxUGCU8NQ,Unreleased Killadelphia Muzik,Meek Mill,2014-10-27
5k21b6J72f19J3NmPXgPUu,Dreamchasers 3,Meek Mill,2013-09-29
0Ckf7JkYnpD084soz5mftm,Dreams and Nightmares,Meek Mill,2012-10-29
0zhZDmHEtDtok393SbZ3d7,Dreams and Nightmares (Deluxe Version),Meek Mill,2012-10-26
0kpslw9IHk7EsK40BGUbX9,Dreamchasers 2,Meek Mill,2012-05-07
40SFz21xgwvkJn2Ea1z5iH,Dreamchasers,Meek Mill,2011-08-11
6bPpXqJRpjwy0hLyUGtzYc,FATHER OF 4,Offset,2019-02-22
4SnWrk06dIt4ynFRLpNX6e,The Circus,Mick Jenkins,2020-01-10
2oenkFNS8GLDubNAn2gxQH,Pieces of a Man,Mick Jenkins,2018-10-26
1355FmCtrXQa0VeMd3eMzT,The Healing Component,Mick Jenkins,2016-09-23
302R4KlFy873Aq7YJNPHWr,Wave[s],Mick Jenkins,2015-08-21
5170B9wvcKvzWRWmTp5lCV,The Water (S),Mick Jenkins,2014-08-12
7fd7SEK25VS3gJAUgSwL6y,Culture II,Migos,2018-01-26
2AvupjUeMnSffKEV05x222,Culture,Migos,2017-01-27
7Hd1Gqx8xFRAnQOLHAZxn3,YRN 2 (Young Rich Niggas 2),Migos,2016-10-14
7qLM7egb40QyDHa3CknQqs,Rich Shooters,Migos,2015-11-01
4R8gIy454OjbyRspuPu5A7,Currency,Migos,2015-09-02
0sv4nM5FtA8Y3DrvG4CXH8,Yung Rich Nation,Migos,2015-07-31
6r9ryZTveNqFVOmoN0LEum,The Green Album,Migos,2015-06-09
0ty5iwaiepWlGq8g0DKtEy,Rich Ni**a Timeline,Migos,2014-11-05
56PJDByaunMWwCqs5rV3Nc,No Label II,Migos,2014-06-03
7J6fSYFHb5Kgouc4Nr8SZg,No Label,Migos,2013-07-30
70HXQp5RAjM37JHBuvL8Dg,Juug Season,Migos,2013-07-30
4YmTZjHk8SmTFTiVMXBN1A,Young Rich N*ggas,Migos,2013-07-09
74jYy3DtyTfSVyxQUcsTFF,Blood Money,Mobb Deep,2006-05-02
7j358KRnAMmabpFQoymvCp,Amerikaz Nightmare,Mobb Deep,2004-08-10
6UDhYUew9ULQVtt4HWNRSL,Free Agents,Mobb Deep,2003
2hSnMHuLYfpp8hvdpZRjAk,Infamy,Mobb Deep,2001-12-11
5o6X1oSGpIcD8czW7X3GPG,Infamy (Clean Version),Mobb Deep,2001-12-11
25NNQGZBd9oLAO1xTeq5oQ,Murda Muzik,Mobb Deep,1999-04-27
6BWf3fxsgSDhES4Cm4oyy5,Hell On Earth (Explicit),Mobb Deep,1996-11-19
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Mobb Deep,1995-04-25
2Y8JEb0HiAioGra55OwKhE,Juvenile Hell,Mobb Deep,1993-01-01
4Rg0nvUI2jt96TNHtpmmpv,TRUE MAGIC,Mos Def,2006-12-29
6W05fmxrjjEy6BflrPbzej,The New Danger,Mos Def,2004-10-19
1fB3SvkZpfDjSqyLcRT75V,Mos Def - Live at Benaroya Hall,Mos Def,2004-01-01
5gK2l2LgWY0BA4p9uy27z6,Black On Both Sides,Mos Def,1999-10-12
3OSID3YChn6nOjfUAlSXQZ,Efil4zaggin,N.W.A.,1991-05-28
0Y7qkJVZ06tS2GUCDptzyW,Straight Outta Compton,N.W.A.,1988-08-08
3mpA4v2tvEM5aAYtNGnbzD,Room 25,Noname,2018-09-14
18Scpsg5OV1iYNtSaCsjwz,Telefone,Noname,2016-08-12
4oT4YRVe43ESrT9rx2LKCM,Luv(sic) Hexalogy,Nujabes,2015-12-09
724juUMeWRW82bDoyH91Vd,Spiritual State,Nujabes,2011-12-03
6nVACH6a27eOWiumAJhDWS,Modal Soul,Nujabes,2005-11-11
5FrjDW96mCYw9ECc74c637,Metaphorical Music,Nujabes,2003-08-21
7dAm8ShwJLFm9SaJ6Yc58O,Die Lit,Playboi Carti,2018-05-11
4rJgzzfFHAVFhCSt2P4I3j,Playboi Carti,Playboi Carti,2017-04-14
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,Post Malone,2019-09-06
6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,Post Malone,2018-04-27
5s0rmjP8XOPhP6HhqOhuyC,Stoney (Deluxe),Post Malone,2016-12-09
07bIdDDe3I3hhWpxU6tuBp,DAYTONA,Pusha T,2018-05-25
4OoNqHBpbgDoqtN3u1IdiC,King Push – Darkest Before Dawn: The Prelude,Pusha T,2015-12-18
7e51fH5KpL87BCIVO068fh,Spotify Sessions,Pusha T,2014-06-10
0LgwP5HQ7psvJAY2KSGPMH,My Name Is My Name,Pusha T,2014-01-01
0tS7jye0zKwGF0H4rqFGvz,Fear Of God II: Let Us Pray,Pusha T,2011-11-08
4vLYreWxd2ptOAzPwTyBI3,SR3MM,Rae Sremmurd,2018-05-04
5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12
6eDx949ONWDCN0O22wFZf7,SremmLife,Rae Sremmurd,2015-01-06
4kQCM7kzTEivQGquNEzkTl,The Wild,Raekwon,2017-03-24
1DjD44E7NIEiRrhuQbbv01,Fly International Luxurious Art,Raekwon,2015-04-28
1lCxVzi6tCtuVlUDrPwSmO,The Tonite Show,Raekwon,2013-03-05
7y9thaBm7wBPzsvcAWyWbH,Shaolin Vs. Wu-tang,Raekwon,2011-01-01
0EBuHcZx8qwDxB5FqVkc5p,Shaolin Vs. Wu-Tang,Raekwon,2011-01-01
09CMsxWaO8Hald9q5NHkWb,The Babygrande Recordings,Raekwon,2009-09-01
5QpSt1QtT7MaCKZNQE82fv,Only Built 4 Cuban Linx 2,Raekwon,2009-01-01
1WJST5QsA23XFgOVYGLlTt,"The Vatican Mixtape, Vol. 3",Raekwon,2007-09-25
6ZCuEXxjVc3TgQUdZJVHBs,"The Vatican Mixtape, Vol. 1",Raekwon,2007-02-27
4i7N6dwHDmHtrJsWAjRYMc,Heroin Only,Raekwon,2006-11-10
1kMki3taQHmpptDNDDVSq4,The Lex Diamond Story,Raekwon,2003-01-01
41gZK0HtvO5zaOwJlT2Sed,Immobilarity,Raekwon,1999-11-16
6XFQ3XY1IKWuzzmaJips0M,Sorry 4 Tha Wait,Rich Gang,2019-12-19
1JgT6mYzPEFvsbZWjqmgCJ,Slatt University,Rich Gang,2019-11-02
7Dg45in5QAfGluUc1x874g,Slimewop 3,Rich Gang,2019-08-22
5R9wir5X8dVr7B6NC9dXD8,!,Rich Gang,2019-07-26
2VKPqV9eORha9ke4vOL9WI,Rokkstar Status,Rich Gang,2019-06-19
5fNDsY6brqufpsJwH9hx9L,SlimeWop 2,Rich Gang,2019-06-12
6tjdS0dSOwlOmaiz0q68Ov,SlimeWop,Rich Gang,2019-05-17
2PYJg7uykLolWPJhqqDe9o,Rich $lime,Rich Gang,2019-05-02
2uhiqri87eC7Xe0tg9p7fB,Rich Gang (Deluxe Version),Rich Gang,2013-01-01
4vKcewiCloFlttCdZKHcPb,Rich Gang,Rich Gang,2013-01-01
3v2GjFB9V5kHgrOCXn3sI9,Run the Jewels 3,Run The Jewels,2016-12-25
2jsjxv51sLt4wDnAixPMIM,Meow The Jewels,Run The Jewels,2015-09-25
2wwA3sIVfwCSQReRnVOvzL,Run The Jewels 2,Run The Jewels,2014-10-27
2ZyrfJY5s31jPFFxKrgKK1,Run the Jewels Instrumentals,Run The Jewels,2014-04-25
5okrDWqn2b0dX1VBpaZRxQ,Run The Jewels (Deluxe European Edition),Run The Jewels,2014-01-13
7BUlAwJBzKyllRuDTKV8Ae,Run the Jewels,Run The Jewels,2013-06-26
3UTp6spxkyTdvsmJDPfb7n,CrasH Talk,ScHoolboy Q,2019-04-26
0YbpATCIng8Fz2JrfHmEf7,Blank Face LP,ScHoolboy Q,2016-07-08
7Et3bSTLLqdABO1qCxUplS,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01
3WrybrSHu1vSZaQegAZTyn,Oxymoron,ScHoolboy Q,2014-01-01
6Xz8eKy8TeAyzwGr8QSOAS,Habits & Contradictions,ScHoolboy Q,2012-01-14
5QGtxFOTTr0Z4TyUQNVOKO,Setbacks,ScHoolboy Q,2011-01-11
0a8d4BfLP3XEiuZZTWxxEQ,I Wanna Thank Me,Snoop Dogg,2019-08-16
4zeITicw3oKpOV5EMQIUQH,Snoop Dogg Presents Bible of Love,Snoop Dogg,2018-03-16
7JH7jIpL9JwnBEpYAtyi2f,220,Snoop Dogg,2018-02-20
6MRg8FgwKDNmNO0D9neSmo,Make America Crip Again,Snoop Dogg,2017-10-27
4HGpekiabmZyat5xw23uZB,Neva Left,Snoop Dogg,2017-05-19
0TDrWBqGYPnJEd3DZpNnIx,COOLAID,Snoop Dogg,2016-07-01
5Rd4xjjrhHvLVSFDAMi1nr,COOLAID (Clean Edited Version),Snoop Dogg,2016-07-01
3uymcMheLvldkL7e7EUXz3,Cuzznz,Snoop Dogg,2016-01-15
3UesepjW7Scwi8DV62Qqyn,BUSH,Snoop Dogg,2015-05-06
6YxjD9sRNGNOGGXuFzI5pF,7 Days Instrumentals,Snoop Dogg,2014-03-04
53a8bJTrR57zOjTlOOm1Hl,7 Days of Funk,Snoop Dogg,2013-12-10
12pnVAswzLE6hArSl0bF0h,Mac and Devin Go To High School (Music From and Inspired By The Movie),Snoop Dogg,2011-12-12
4x53rdOiC4Zkb3bbqw9FyM,Doggumentary,Snoop Dogg,2011-01-01
76290XdXVF9rPzGdNRWdCh,Ctrl,SZA,2017-06-09
2qCyMMQ785sPH4Yx25GQZ8,Z,SZA,2014-04-08
5MDmKDe9kmJBsf8yYn8dUM,Born 2 Rap,The Game,2019-11-29
0oYPYkxc18YCwJR7OKnPdC,1992,The Game,2016-10-14
51pWPRmyRyrh4GDwUjWmkM,1992 (Bonus Track Edition) [Clean],The Game,2016-10-14
3EPhRFp9fJqsZwyQ6CfpND,Block Wars,The Game,2016-07-29
74XwFTMduK9sd5TdIZ2Tae,Streets Of Compton,The Game,2016-06-17
4SXicgoFSX9TEtxJ2EJHi7,The Documentary 2 + 2.5 (Collector's Edition),The Game,2016-01-22
4bgRhU3yyBJxuYz61FKsNa,The Documentary 2.5,The Game,2015-10-16
4CPMuMFHgMhjlx5ZIzypFL,The Documentary 2,The Game,2015-10-09
3Ezv8bXs9vS908aaKdWrQ3,The King & I,The Notorious B.I.G.,2017-05-19
0nyTuDV4qohpivHna2kKF8,Duets: The Final Chapter,The Notorious B.I.G.,2005-12-13
7zg9ZSOQtYLjWnvSawflg6,Born Again,The Notorious B.I.G.,1999
7dRdaGSxgcBdJnrOviQRuB,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04
6uMVAiciTpTyrQn5QJDPJM,Life After Death (2014 Remaster),The Notorious B.I.G.,1997-03-04
2HTbQ0RHwukKVXAlTmCZP2,Ready to Die (The Remaster),The Notorious B.I.G.,1994-09-13
2ymwUMeW3BySLhKNp8UQZ3,Ready to Die (The Remaster; 2015 Remaster),The Notorious B.I.G.,1994-09-13
4qZBW3f2Q8y0k1A84d4iAO,"My Dear Melancholy,",The Weeknd,2018-03-30
2ODvWsOgouMbaA5xf0RkJe,Starboy,The Weeknd,2016-11-25
0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,The Weeknd,2015-08-28
522VpsDblCDf3rMSnDU4tZ,Kiss Land,The Weeknd,2013-09-09
4NQNWfXDGo6MPCscpwuTgz,Trilogy,The Weeknd,2013-01-01
1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,Travis Scott,2019-12-27
41GuZcammIkupMPKH2OJ6I,ASTROWORLD,Travis Scott,2018-08-03
6FED8aeieEnUWwQqAO9zT1,"Huncho Jack, Jack Huncho",Travis Scott,2017-12-21
42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16
4PWBTB6NYSKQwfo79I3prg,Rodeo (Expanded Edition),Travis Scott,2015-09-04
5zi7WsKlIiUXv09tbGLKsE,IGOR,"Tyler, The Creator",2019-05-17
2nkto6YNI4rUYTLqEwWJ3o,Flower Boy,"Tyler, The Creator",2017-07-21
621OhgnZJ7Pz8iUazct1In,Cherry Bomb,"Tyler, The Creator",2015-04-13
5V3Chnpno9oTI7JSPXKUf3,Cherry Bomb + Instrumentals,"Tyler, The Creator",2015-04-13
40QTqOBBxCEIQlLNdSjFQB,Wolf,"Tyler, The Creator",2013-04-01
40ucxnGO51wcTGNI6xge6z,Goblin (Deluxe Edition),"Tyler, The Creator",2011-05-10
7tjZ51DOxwxIcnY20ThkaV,Goblin,"Tyler, The Creator",2011-05-10
6SRxt5KPZbpJ4dB8ssYvQ0,Banned (Slowed & Chopped by DJ Red),UGK,2018-11-23
791Vf45uel4npVmy9jCjpE,The Southern Way,UGK,2018-06-30
3615jyGdFlOI0uLCBnzWXA,The Bigtyme Way (1992-1997) [Slow’d & Tap’t],UGK,2016-11-29
52D2v3pzp70PRdjH2HDKO0,The Bigtyme Way 1992-1997 (Bonus Edition),UGK,2015-04-07
2DFK9pm59cvDaFWKgJVUtk,UGK 4 Life,UGK,2009-03-26
4GXlMz68LyGZeHzJcetFi1,UGK (Underground Kingz),UGK,2007-08-07
04F8RvzrP94IgFnim6jOom,Jive Records Presents: UGK - Chopped & Screwed,UGK,2004-12-03
6Q7TCZ31DUdPr4wOYi8lPG,Best of UGK,UGK,2003-06-12
2GVOVA37Vzl1vgsPRBA6Nj,The Southern Way (Mixed By Big Chance),UGK,2003
7jlzVc3FDwo8JD3xF6ww9S,Side Hustles,UGK,2002-09-23
1HWeoKv9Pi7Mkw3oQA7Yud,Dirty Money,UGK,2001-11-11
4jTPQq9PSlKMOm1yLx2ATN,Ridin' Dirty,UGK,1996-07-30
4rjGyhPnaKV5hfwFNiHtQA,Super Tight,UGK,1994-08-30
4HzHd0EcjdHYKDi5NbS5xU,Too Hard To Swallow,UGK,1992-09-11
1XGGeqLZxjOMdCJhmamIn8,FM!,Vince Staples,2018-11-02
5h3WJG0aZjNOrayFu3MhCS,Big Fish Theory,Vince Staples,2017-06-23
2haR5qnQopCdVASZ92YTGn,Prima Donna,Vince Staples,2016-08-25
4Csoz10NhNJOrCTUoPBdUD,Summertime '06,Vince Staples,2015-06-30
7mxpMxmMM8RN39YRlo08v7,Hell Can Wait,Vince Staples,2014-09-23
2xnuEN4FUvEJ7au1j82Y1L,Of Mics And Men (Music From The Showtime Documentary Series),Wu-Tang Clan,2019-05-17
3g8KDFecnLPa6YiBdHTl8K,The Saga Continues,Wu-Tang Clan,2017-10-13
1XiCmEinrmarN4R6F9saUf,A Better Tomorrow,Wu-Tang Clan,2014-12-01
1rsA8ofEIHtvfR1FTwt0xj,Soundtracks from the Shaolin Temple,Wu-Tang Clan,2013-05-14
0BZ96QoCk1mZa1VdyzRiX4,Legendary Weapons,Wu-Tang Clan,2011-07-26
5obiyJomz6ypITdwLIdNkv,"Wu-Tang Meets the Indie Culture, Vol. 2 - Enter the Dubstep (Instrumentals)",Wu-Tang Clan,2010
762XfNqBx6GV8IseS2zSuq,Wu-Tang Meets the Indie Culture Vol. 2: Enter the Dubstep,Wu-Tang Clan,2009-11-10
7GvdgeSyGWQ8x7RrchZkU3,Wu-Tang Meets The Indie Culture Instrumentals,Wu-Tang Clan,2009-04-14
7E41BxBIjPfESE4i75oDVR,Live At Montreux 2007,Wu-Tang Clan,2008-09-22
14u4xxov9oj509A7sGPJdH,8 Diagrams,Wu-Tang Clan,2007-12-11
71i2DEJp6T0ywlT62T3gLv,Wu-Tang Meets The Indie Culture,Wu-Tang Clan,2005-10-18
1QzsV8brEcEwOe7jcMUz13,Disciples of the 36 Chambers: Chapter 1 (Live) [2019 - Remaster],Wu-Tang Clan,2004-03-12
1gKAuYWacmDF9bpHlLBLcX,Wu-Tang Iron Flag,Wu-Tang Clan,2001-12-18
5zuM1EG06X1J7VsIF1omRm,4REAL 4REAL,YG,2019-05-24
5IYvKd22yQkJRfoIStesbX,STAY DANGEROUS,YG,2018-08-03
4VqdntbxmB7r1At6sPKRnb,Red Friday,YG,2016-11-25
4nwd6ernojhNIIRifDJoRz,Still Brazy (Deluxe),YG,2016-06-17
023jioejd2M0SHsBo3tXrP,California Livin,YG,2015-10-09
3ldsrFbLgrIJ00byb2tncW,Blame It On The Streets,YG,2014-11-24
60QP93G98tBVQnB6qWROtY,My Krazy Life (Deluxe Edition),YG,2014-03-18
10jogO732o8oGvsjVpWRmO,My Krazy Life (Deluxe),YG,2014-01-01
51o7e7jwDTbX8r43zbjieM,My Krazy Life,YG,2014-01-01
6LYs6vCaIZd3kemw1JDGti,Just Re'd up 2,YG,2013-01-02
4T2mQ3Ou4VOt2257bYYAZy,Just Re'd Up,YG,2011-05-11
24jAbLMFzCTlIv3kQ94HwK,So Much Fun (Deluxe),Young Thug,2019-12-20
1bnHPO4dKK7IjvgrtVBcQh,So Much Fun,Young Thug,2019-08-16
4OHfmMUq6xwCo8zfQuc9Rf,Slime Language,Young Thug,2018-08-17
5Dwws0oO0fQLDsrwZE7rvW,Slime Season 4,Young Thug,2017-12-04
51KZKzPd3OQT1r46a55VTt,Beautiful Thugger Girls,Young Thug,2017-06-16
7EpUpNUkkEGnaCvkcn1j4H,JEFFERY,Young Thug,2016-08-26
2z4c8M8aVzl7CTobIp36KF,Slime Season 3,Young Thug,2016-03-25
4sAB9WulPpnAcig7alDGTg,I'm Up,Young Thug,2016-02-05
3etiSiRWBRUkJ4vMW2s3DK,1017 Thug,Young Thug,2015-12-11
0ZTiZtSpSm5Px4sVZQa0WR,Young Thugger Mane La Flare,Young Thug,2015-12-11
5yu0WHG7kYQuFA7GdOQL9Y,The Purple Album,Young Thug,2015-06-09
0BsMZIueWsJLWng8A7sE8e,Barter 6,Young Thug,2015-04-16
7a3rhn1csJY4CbdqcQsMcy,Brick Sqaud,Young Thug,2014-11-18
4N0QH3uy5K5T3fMtpLIpKq,1017 Thug 3 The Finale,Young Thug,2014-08-29
56hYCG1iltKiEgSPOeRRYd,Young Thugga Mane La Flare,Young Thug,2014-04-24
4k4w4MLXdY084qrbMGy9Sg,I Came from Nothing 2,Young Thug,2011-12-20
