album_uri,album_name,artist,release_date,album_type
1ATL5GLyefJaxhQzSPVrLX,Scorpion,Drake,2018-06-29,album
1lXY618HWkwYKJWBRYR4MK,More Life,Drake,2017-03-18,album
0G1ffjfFuTUTVjDrVdLimH,Views,Drake,2016-05-13,album
15QCBYjP6HwHvsff100UBx,What A Time To Be Alive,"Drake, Future",2015-09-25,album
0ptlfJfwGTy0Yvrk14JK1I,If You're Reading This It's Too Late,Drake,2015-02-12,album
5mz0mJxb80gqJIcRf9LGHJ,Nothing Was The Same (Deluxe),Drake,2013-01-01,album
1XslIirSxfAhhxRdn4Li9t,Nothing Was The Same,Drake,2013-01-01,album
0N0EFoE8csbKxl5lxT1ylm,FEET OF CLAY,Earl Sweatshirt,2019-11-01,album
66at85wgO2pu5CccvqUF6i,Some Rap Songs,Earl Sweatshirt,2018-11-30,album
3wUv2IjD5hPrqlPakpczQa,"I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt",Earl Sweatshirt,2015-03-23,album
5vRfIDOPJHy3W2wHWbzLlE,Doris,Earl Sweatshirt,2013-08-16,album
45PUYrf2v93LLuqfwidDnf,The Mint (feat. Navy Blue),Earl Sweatshirt,2018-11-20,album
7rTSUIDeqU9FOZRYLyXrEJ,Nowhere2go,Earl Sweatshirt,2018-11-08,album
6s1Sa5oXpTdRhRywaffoVw,Grief,Earl Sweatshirt,2015-03-17,album
6XgxLUYHZjyhVBw1ARtEdn,Hive,Earl Sweatshirt,2013-07-23,album
3WWSmBNzbeM30eVyzVp9Bd,Whoa,Earl Sweatshirt,2013-03-12,album
4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,Eminem,2020-01-17,album
3HNnxK7NgLXbDoxRZxNWiR,Kamikaze,Eminem,2018-08-31,album
7cwcyW39NGUAiukHc1MOFD,Revival,Eminem,2017-12-15,album
6DN7GcZF1HywzrkGN6Eeqk,The Marshall Mathers LP2 (Deluxe),Eminem,2013-11-05,album
3vOgbDjgsZBAPwV2M3bNOj,The Marshall Mathers LP2,Eminem,2013-11-05,album
47BiFcV59TQi2s9SkBo2pb,Recovery,Eminem,2010-06-18,album
7MZzYkbHL9Tk3O6WeD4Z0Z,Relapse: Refill,Eminem,2009-05-15,album
7h2OEj0ifXb3UdgvTmCqfY,Relapse,Eminem,2009-05-15,album
6HXlnhMr40FP2qBTnKXRbA,Relapse [Deluxe],Eminem,2009-05-15,album
1kTlYbs28MXw7hwO0NLYif,Encore (Deluxe Version),Eminem,2004-11-12,album
3mH6qwIy9crq0I9YQbOuDf,Blonde,Frank Ocean,2016-08-20,album
392p3shh2jkxUxY2VHvlH8,channel ORANGE,Frank Ocean,2012-01-01,album
71VX8yv9T2hNIYVZJVUWVp,In My Room,Frank Ocean,2019-11-02,album
1Fh1gzTOImG12M35w3nqQF,DHL,Frank Ocean,2019-10-19,album
0iqqnLXoocsMeCYlTw3Q2q,Moon River,Frank Ocean,2018-02-14,album
7uSaHPXSYaRB3FxLOmatG9,Provider,Frank Ocean,2017-08-27,album
46H4UzFHMLnGgpyrj9HpKr,Biking (Solo),Frank Ocean,2017-05-15,album
5F4I5eUqVK1CpQbzt1ntMC,Lens,Frank Ocean,2017-04-23,album
7yOOPJjNelITCaYMqk8V6r,Biking,Frank Ocean,2017-04-10,album
6OGzmhzHcjf0uN9j7dYvZH,Chanel,Frank Ocean,2017-03-10,album
68j4AeI3JdszaZ7mhCh4Yo,Thinkin Bout You,Frank Ocean,2012-01-01,album
3RYdEXhGHojkTILUdtnRVJ,Novacane,Frank Ocean,2011-01-01,album
3TLaFWQDhV1g39Qwd5sPAm,Swim Good,Frank Ocean,2011-01-01,album
31KbO7WnDp2AjPdmRTJzdf,Bandana,"Freddie Gibbs, Madlib",2019-06-28,album
3JgtFZroTUGoklTtb2xOne,Fetti,"Curren$y, Freddie Gibbs, The Alchemist",2018-10-31,album
6JaEv20qGvSgIHQbxwtjUu,Freddie,Freddie Gibbs,2018-06-22,album
2LCCg172ZNVAA9aFH2EPst,You Only Live 2wice,Freddie Gibbs,2017-03-31,album
41zRghNRGMG6l8dYtRp3iI,Shadow of a Doubt,Freddie Gibbs,2015-11-20,album
3MmQYoMTS3hGiBLKDuId4b,Piñata (Alex Goose Remix),"Freddie Gibbs, Madlib",2015-11-13,album
5AW4FwzZSKW1se5qWQCrR1,Piñata (Alex Goose Instrumental Remix),"Freddie Gibbs, Madlib",2015-11-13,album
0WGBGGhEa9RjcLNWkYFMuJ,Piñata (Alex Goose Remixes),"Madlib, Freddie Gibbs",2015-10-30,album
1GYG80diXFWYwH7FJB7KeC,Piñata Beats,"Madlib, Freddie Gibbs",2014-06-03,album
7nfBj1HTi3LHg5lJt1LbE4,The Tonite Show with Freddie Gibbs & The Worlds Freshest,"Freddie Gibbs, DJ.Fresh",2014-05-13,album
43uErencdmuTRFZPG3zXL1,Piñata,"Freddie Gibbs, Madlib",2014-03-18,album
2CKPvOCCB1aCh5ZHoXm5vT,ESGN - Evil Seeds Grow Naturally,Freddie Gibbs,2013-06-19,album
6z2F5JAAILOH3nyvNcECy8,Cold Day In Hell,Freddie Gibbs,2012-12-11,album
6r4A1kEu3HAGMpEYBqocVl,"Lord Giveth, Lord Taketh Away","Freddie Gibbs, Statik Selektah",2012-10-02,album
15k8vlPxxEjhpHAxuwSBUh,Baby Face Killa,Freddie Gibbs,2012-09-25,album
0zrSpGKGnSbKoeIavHiy6I,Str8 Killa,Freddie Gibbs,2010-08-03,album
4zv8fBnpl74bnzlYYi5Yih,Midwestgangstaboxframecadillacmuzik,Freddie Gibbs,2009-01-01,album
1c5SNuDvXXiD9g0IKBUh28,The Miseducation of Freddie Gibbs,Freddie Gibbs,2009,album
6Q3VZtyPCZFMO4cPF4828q,Monster,Future,2019-10-28,album
65hRa80KDworqyE8242rLN,SAVE ME,Future,2019-06-07,album
3LpIwZdzFwc10psLingT8x,Future Hndrxx Presents: The WIZRD,Future,2019-01-18,album
6P9PZjWXoCRF5b66BafPKY,Future & Juice WRLD Present... WRLD ON DRUGS,"Future, Juice WRLD",2018-10-19,album
6Ew52HWkgfbth9ihRAq2Xd,BEASTMODE 2,Future,2018-07-06,album
0C0Vs4XobImmqpr6kIasde,SUPERFLY (Original Motion Picture Soundtrack),"Future, Lil Wayne",2018-06-15,album
187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,"Future, Young Thug",2017-10-20,album
7K6OykPbezfgKgBufihn6X,HNDRXX,Future,2017-07-27,album
17FBoXK1NU2rvJBbzdzw0r,FUTURE,Future,2017-06-30,album
1GvR0Bjqbq1ejwjzLjrOcG,Beast Mode,Future,2016-11-29,album
3jJKDKdlwRS584zUlHV2Ly,EVOL,Future,2016-04-13,album
0fUy6IdLHDpGNwavIlhEsl,DS2 (Deluxe),Future,2015-07-17,album
3dP0TFEEzTXJQKtrpsKFUj,DS2 - Track by Track Commentary,Future,2015-07-15,album
7EYx33pYJKBfjCaDsfIjp4,Ghostface Killahs,Ghostface Killah,2019-09-13,album
4hQXk5RY7rL0NMxdR0x49U,Czarface Meets Ghostface,"CZARFACE, Ghostface Killah",2019-02-15,album
40c7E8VG9R8U0NKft7J7Yk,Ghost Files - Bronze Tape,"Ghostface Killah, Bronze Nazareth",2018-11-30,album
4t1y7sVACbddwczEcQs5HI,Ghost Files - Propane Tape,Ghostface Killah,2018-11-30,album
6WkwHbcr6RAIqa72NsDFea,The Lost Tapes,Ghostface Killah,2018-10-05,album
2fPz4Kn1vZTFZVbP0ia8Vq,Adrian Younge Presents: 12 Reasons to Die I,"Ghostface Killah, Adrian Younge, Linear Labs",2018-03-30,album
7yXfSAtdHFZ1pYSubEio6a,The Brown Tape,"Ghostface Killah, Apollo Brown",2018-01-26,album
3G7WHOu9IDqO4UKyw2IfUr,Adrian Younge Presents: 12 Reasons To Die II,"Ghostface Killah, Adrian Younge, Linear Labs",2015-06-26,album
0hWXtK4mP6Be6AHIllknU7,Sour Soul (Instrumentals),"BADBADNOTGOOD, Ghostface Killah",2015-05-18,album
7gP4vkln7Qmbycgx8WwTzL,Sour Soul,"BADBADNOTGOOD, Ghostface Killah",2015-02-19,album
2MNtOTfhYOxIw5xWEQHUvZ,36 Seasons,Ghostface Killah,2014-12-09,album
2o8bBwp8CMxyeCg4P6KF7A,Hidden Darts Special Edition,Ghostface Killah,2010-09-22,album
3hPl7uRfNdRvoRW0kUzkVk,Apollo Kids,Ghostface Killah,2010-01-01,album
04HkBvk0hRK9rLqmdDTuB8,Wu Massacre,"Method Man, Ghostface Killah, Rae",2010-01-01,album
6D9kjJvj2pdYEfjkJZDu9s,Wu Tang Presents…Wu Massacre,"Method Man, Ghostface Killah, Raekwon",2010-01-01,album
4imA6mzSbTkAm0GoHh6zRF,Ghostdini Wizard Of Poetry In Emerald City,Ghostface Killah,2009-01-01,album
5nmN1wW90fbqNbz7ltY7rg,Pro Tools,GZA,2008-08-19,album
0ic6rMSwqDasuXSA7zJ1pw,The Pro Tools Instrumentals,GZA,2008-08-19,album
3jSH6iHYvCsAphx5eUkQNb,Grandmasters,"DJ Muggs, GZA",2005-10-25,album
5uxYLiUKqQNoiD5rIVHnkm,Legend Of The Liquid Sword,GZA,2002-01-01,album
4QMKELvG0VNODbiFigj4K9,Beneath The Surface,GZA,1999-01-01,album
3k8xoyOXkGgZxUKgpmxz4P,Liquid Swords,GZA,1995-01-01,album
2VAkuykzZIKUt3yAT8HIhK,The Spark,GZA,2016-06-30,album
3pmV3D9LVVeRl445fgrmoX,The Mexican (feat. Tom Morello & K.I.D.) - Single,GZA,2015-03-03,album
7DrMe8icxQoMxZSrWi1Fn1,Paper Plate,GZA,2008-07-15,album
3yqh4GloDckktxhGHvcdpz,Cold World,GZA,1995-05-01,album
2sLL3R2AD4G8ssa31KBxBp,Cold World (Remixes),GZA,1995-01-01,album
6jjX8mGrsWtrpYpFhGMrg1,The Sun's Tirade,Isaiah Rashad,2016-09-02,album
6JF49ixyHmOgS0Rsda2k42,Cilvia Demo,Isaiah Rashad,2014-01-28,album
1DvoIwrusbeQkaEFRFueTC,Free Lunch,Isaiah Rashad,2016-08-04,album
2nyOnMxNFesS4LgbiTJLng,Smile,Isaiah Rashad,2016-01-15,album
1zRXmMa2gKZ9C2giHrnj4D,Nelly,Isaiah Rashad,2015-09-30,album
4MCPd6AmA6xfmmggVgtUmP,Ruff Draft (Dilla's Mix),J Dilla,2018-04-20,album
1rkeTe6U87qi8yCRuaAjL7,"J Dilla's Delights, Vol. 1",J Dilla,2017-06-16,album
0v9TomxoVagPyvVNGhDbyB,Motor City,J Dilla,2017-04-21,album
3cuTZGpaOoSETI0HChtro5,Jay Dee's Ma Dukes Collection,J Dilla,2016-12-23,album
339adC6BXzqIBYVfO2gqnN,Champion Sound: The Remix,"Jaylib, J Dilla, Madlib",2016-11-25,album
4Scp3UTzE630nkPDvkx246,Jay Dee a.k.a. King Dilla,J Dilla,2016-10-17,album
13U6VMbPcQMgIswWcRUMnI,The Shining – the 10th Anniversary Collection,J Dilla,2016-08-19,album
1JKqsdbwfOK1233EOT67ZM,Jay Love Japan,J Dilla,2016-06-06,album
572uuU7BBaHJpkz6XhveN7,The Diary,J Dilla,2016-04-15,album
5kTINh4kyYiCLhneXGtKDe,"The King of Beats, Vol 2: Lost Scrolls",J Dilla,2016-02-19,album
0Kh9j1Van0OshA6ogFPVA9,Dillatronic,J Dilla,2015-10-30,album
2uneuSwxM1Sk4Ku4YqpjEA,The Diary (Instrumentals),J Dilla,2015-07-08,album
3rnppXWBl6wECc3tiLyG16,The King of Beats (Batch #1),J Dilla,2015-02-07,album
3rx0d5EBLCthDV3jWK5TOG,The King of Beats (Batch #2),J Dilla,2015-02-07,album
5vDuDvpv9xwrc1T4RUMpG9,The King of Beats (Batch #3),J Dilla,2015-02-07,album
3zlzM62D7cMQS4TXL2GNj3,The King of Beats (Batch #4),J Dilla,2015-02-07,album
27xemdV6LEuA82QUa0wW6d,"The King of Beats, Vol. 1",J Dilla,2015-02-07,album
5PerfGh9Smd6XjwkxpmL4V,Revenge Of The Dreamers III: Director's Cut,"Dreamville, J. Cole",2020-01-16,album
2n3quCZ0anEa46j2IveacI,Revenge Of The Dreamers III,"Dreamville, J. Cole",2019-07-05,album
4Wv5UAieM1LDEYVq5WmqDd,KOD,J. Cole,2018-04-20,album
3CCnGldVQ90c26aFATC1PW,4 Your Eyez Only,J. Cole,2016-12-09,album
1yZC8xZwv4gsmCZ4p4JWdI,"Forest Hills Drive: Live from Fayetteville, NC",J. Cole,2016-01-28,album
7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,J. Cole,2014-12-09,album
1NfrmcXk8xNennyxQ57JcW,Born Sinner,J. Cole,2013-06-14,album
0fhmJYVhW0e4i33pCLPA5i,Cole World: The Sideline Story,J. Cole,2011-09-27,album
6p9Y1K9yu3ojyS8fBJXUnp,The London,"Young Thug, J. Cole, Travis Scott",2019-05-23,album
3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,J. Cole,2019-01-23,album
2uL4yvjeT0c3Wv8CF9lQcN,Album of the Year (Freestyle),J. Cole,2018-08-07,album
4ybYv7EEFN9vs1KFJqi1O9,High For Hours,J. Cole,2017-01-18,album
2oI6gtIXrvNiL2VEMmj5kY,DiCaprio 2,JID,2018-11-26,album
1gPqbxhs90kppgOVxGOPzd,The Never Story,JID,2017-03-10,album
00jlxkdE1FvkvEMqQvAXZ3,Ego Check,"Wynne, JID",2019-10-11,album
4w3s1HHvmPy42rAeC9L0G4,Workin’ Out - A Colors Show,JID,2019-10-08,album
1ffElvStUPwXnCwQOzXOUY,On Sight,"Free Nationals, JID, Kadhja Bonet",2019-09-20,album
7ea3CKwOhZwtDMEHLdGsOU,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","Dreamville, Bas, JID",2019-07-01,album
34FXGW2Nr8JpwTfTEgO181,Pay the Man (Remix),"Foster The People, JID, Saba",2017-12-13,album
4VYVZXdJuoTCGDFaDAnYsy,Underwear,JID,2015-06-30,album
4IAMLhL37kMrpByavj25Ne,Redemption,Jay Rock,2018-06-15,album
1fsvlnonD95p6VTEdQ7zJn,90059,Jay Rock,2015-09-11,album
6bPbKuFNW6Vausf1PExvd9,Follow Me Home,Jay Rock,2014-11-10,album
3MwxfLMaztuCkOnsrisxGn,From Hood Tales to the Cover of XXL,Jay Rock,2010-07-20,album
3RtWZKI0IOVVvtARKisNbs,WIN (feat. Snoop Dogg) [Remix],Jay Rock,2018-10-30,album
6ivbAzFUoufsIs8DKRNZ52,Tap Out II (Open Verse),Jay Rock,2018-10-22,album
0AykQgBtKmWJkQvomIKYSF,Rotation 112th (feat. Rich The Kid) [Remix],Jay Rock,2018-08-31,album
1NXM5lF9YB7a3f1e4R48oH,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future",2018-01-12,album
2LEHHurOwauEWms4ATvySl,Do You Know,Jay Rock,2016-06-24,album
43RbK79xoUGDLRlWyKppKM,Gumbo,Jay Rock,2015-07-01,album
4NVVAhHbhmHhIOk1Vm6O7r,Money Trees Deuce,Jay Rock,2015-06-02,album
1BJQlvw5YQAq6gDrLxVb9y,Pay for It (feat. Kendrick Lamar & Chantal),Jay Rock,2014-10-27,album
1NPxBmG3k3UzybcaxxSVuB,Escape From New York,"Beast Coast, Joey Bada$$, Flatbush Zombies",2019-05-24,album
6swV0WUnPygRIMgEKn6Ige,ALL-AMERIKKKAN BADA$$,Joey Bada$$,2017-04-07,album
4diNkL6XWhuGmSQHiyiUPt,B4.Da.$$,Joey Bada$$,2015-01-20,album
3s5S4XAC5HgHaTyH5Nm8ED,Joey Bada$$ / Pro Era Instrumentals,"Lee Bannon, Joey Bada$$",2013-11-12,album
4Y05rEclWNlQLKD08SsJLC,Summer Knights,Joey Bada$$,2013-10-29,album
5ra51AaWF3iVebyhlZ1aqq,1999,Joey Bada$$,2012-06-12,album
6IFlJoyD2owxC8cLaJWZXq,Rudebwoy (feat. Joey Bada$$),"CJ Fly, Joey Bada$$",2019-09-27,album
3bzhpZsDbqxQ1qknXNjo90,"Snow In The Stadium (feat. Erick The Architect, Joey Bada$$, Meechy Darko, Kirk Knight, CJ Fly & Issa Gold)","Beast Coast, Joey Bada$$, Flatbush Zombies",2019-05-22,album
0yyfMnEimm0MScqfGFnyT8,"Coast/Clear (feat. Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution & Issa Gold)","Beast Coast, Joey Bada$$, Flatbush Zombies",2019-04-12,album
0Qhvo7PjCncdnXDtwfdHSL,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)","Beast Coast, Joey Bada$$, Flatbush Zombies",2019-03-11,album
5qrS7Q1Ti2tJxxmi6fMmXa,Still New York,"MAX, Leslie Grace, Joey Bada$$",2018-11-07,album
0QW05QbsL29E7jpgqF6xwk,Still New York (Remixes),"MAX, Joey Bada$$",2018-09-21,album
6mZcQGqiuvd09tHe67zbkn,"Pull Up (feat. Joey Bada$$, Meechy Darko, Zombie Juice & The Underachievers) [Beastcoast Remix]","Powers Pleasant, Joey Bada$$, The Underachievers",2018-09-19,album
799tlZK0df5CVzxqRAyzvB,Pretty Boys,"Kasai, Joey Bada$$",2018-07-03,album
6JlTDTIecij0nI9ScmNrjK,Lil Arrogant (feat. Joey Bada$$ & Russ),"IDK, Joey Bada$$, Russ",2018-05-11,album
5ABjPCy74Ob7UpxBiAPxwz,Pull Up (feat. Joey Bada$$ & A$AP Ferg),"Powers Pleasant, Joey Bada$$, A$AP Ferg",2018-04-11,album
3qwItEH7atPC3t7FF0KdWV,The Mood,"Smoke Dza, Joey Bada$$",2018-02-28,album
5ilsl5R2lGACTnPZMKIp7o,All My Heroes Are Cornballs,JPEGMAFIA,2019-09-13,album
51WLEfPEEkzAWurvuY6Gco,Veteran,JPEGMAFIA,2018-08-22,album
5ZvLqwEbYbLFlAbmOElRNJ,Black Ben Carson,JPEGMAFIA,2016-02-15,album
6QJ5PlGKA1bc9OE8eU00Fm,Nauseous / Devilish,"Vegyn, JPEGMAFIA",2019-09-25,album
3z16dDy9A56ouM8tN9dBfv,Beta Male Strategies,JPEGMAFIA,2019-09-10,album
5DSwXdcpUJP9dtx5kwwGve,HPNGC (FEAT. JPEGMAFIA & Code Orange),"Injury Reserve, JPEGMAFIA, Code Orange",2019-09-05,album
2MhYXB8X3Vwf55VK3MYr0E,"Jesus Forgive Me, I Am A Thot",JPEGMAFIA,2019-08-13,album
5BbPN7qjPfUSEeTvXoGwNL,Black Moses (feat. JPEGMAFIA),"Channel Tres, JPEGMAFIA",2019-07-31,album
0GFgT9k9VRzDwXHEZkaBeq,The Who,JPEGMAFIA,2019-04-03,album
0AwrWNil4QkatzMeONb6z4,Thug Tears - A COLORS SHOW,JPEGMAFIA,2018-12-14,album
2wZnO5IbNrXzlQ29RxNuce,Puff Daddy,"JPEGMAFIA, Kenny Beats",2018-11-07,album
21t003q40BY3Bsiu8GluZN,Millennium Freestyle,JPEGMAFIA,2018-08-31,album
5l22GOJfCF2LupDW1FftWP,Does This Ski Mask Make Me Look Fat?,JPEGMAFIA,2018-03-02,album
3m31Q7NZnG89zu14i6Abtd,Baby I'm Bleeding,JPEGMAFIA,2017-12-08,album
6UIj6975sGHt9XmprR8QgH,Man Purse,JPEGMAFIA,2017-05-17,album
02kCAXlRXbD7RU7IAGDBWX,I Might Vote 4 Donald Trump,JPEGMAFIA,2016-05-20,album
0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,Kanye West,2019-10-25,album
6pwuKxMUkNg673KETsXPUV,KIDS SEE GHOSTS,"KIDS SEE GHOSTS, Kanye West, Kid Cudi",2018-06-08,album
2Ek1q2haOnxVqhvVKqMvJe,ye,Kanye West,2018-06-01,album
7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo,Kanye West,2016-06-10,album
7D2NdGvBHIavgLhmcwhluK,Yeezus,Kanye West,2013-01-01,album
0A3g19AGFd9Qe3rAIkP8e0,Kanye West Presents Good Music Cruel Summer,Kanye West,2012-01-01,album
2P2Xwvh2xWXIZ1OWY9S9o5,Watch The Throne (Deluxe),"JAY-Z, Kanye West",2011-08-08,album
7mCeLbChyegbRwwKK5shJs,Watch The Throne,"JAY-Z, Kanye West",2011-08-08,album
20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,Kanye West,2010-01-01,album
3WFTGIO6E3Xh4paEOBY9OU,808s & Heartbreak,Kanye West,2008-01-01,album
5fPglEDz9YEwRgbLRvhCZy,Graduation,Kanye West,2007-09-11,album
5ll74bqtkcXlKE7wwkMq4g,Late Registration,Kanye West,2005-09-30,album
3pLdWdkj83EYfDN6H2N8MR,Black Panther The Album Music From And Inspired By,"Kendrick Lamar, SZA",2018-02-09,album
4alcGHjstaALJHHiljfy3H,DAMN. COLLECTORS EDITION.,Kendrick Lamar,2017-12-08,album
4eLPsYPBmXABThSJ821sqY,DAMN.,Kendrick Lamar,2017-04-14,album
0kL3TYRsSXnu0iJvFO3rud,untitled unmastered.,Kendrick Lamar,2016-03-04,album
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,album
1DqhWr73Fh5yoNzKLas0G3,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012-01-01,album
6PBZN8cbwkqm1ERj2BGXJ1,"good kid, m.A.A.d city",Kendrick Lamar,2012,album
1bkN9nIkkCnXeG4yitVS1J,Section.80,Kendrick Lamar,2011-07-02,album
7MoLQ8vckhwBbQqEYQTYQC,Overly Dedicated,Kendrick Lamar,2010-09-14,album
0itierEc1U3I8yIi4TtnuT,The Mantra,"Mike WiLL Made-It, Pharrell Williams, Kendrick Lamar",2018-11-14,album
3mau89iBea8nCPw3I8kKAk,All The Stars (with SZA),"Kendrick Lamar, SZA",2018-01-04,album
5bCk3kWAy2JbbTfHqzZCII,"Passion, Pain & Demon Slayin'",Kid Cudi,2016-12-16,album
6e8pwYKSF9iZjpPep1DVzx,Speedin' Bullet 2 Heaven,Kid Cudi,2015-12-04,album
7qrXPKTQeYWTp42aJqa9s6,KiD CuDi presents SATELLITE FLIGHT: The journey to Mother Moon,Kid Cudi,2014-01-01,album
262o5a05pMUDSV2uzo5EwQ,Indicud,Kid Cudi,2013-01-01,album
08eM9GRdr5BCCHNqS3Wwud,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,2010-01-01,album
47y3PbX8oIDCkYAFylCJz0,Man On The Moon: The End Of Day,Kid Cudi,2009-01-01,album
2S8AWAM0nxyFy66YnUfIs3,Man On The Moon: The End Of Day (Deluxe),Kid Cudi,2009-01-01,album
0791s63y6DMl5cqFQSaHJL,Surfin',Kid Cudi,2016-09-30,album
38MFjDPIDJFfLF7IVpe1rv,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],Kid Cudi,2012-01-01,album
3EshFxIHY7JVkjPN0vwCOQ,No One Believes Me,Kid Cudi,2011-01-01,album
6FtqZFgeAT84TJDpN2qbGk,Killer Mike Chronicles,Killer Mike,2015-03-31,album
1gvkFTPF1rKpNnbfzitx5T,R.A.P. Music [Instrumentals],Killer Mike,2012-09-18,album
5EAhUoAz1G3WTvIfGZvmrh,R.A.P. Music,Killer Mike,2012-05-15,album
26BmsM9kCoN20PS3R9VFPH,BANGx3,Killer Mike,2011-11-29,album
6hWhW0rklsh8f9J0OiTls6,Underground Atlanta,Killer Mike,2009,album
1t6Ip5Meiu0qTSQJPCc6MZ,I Pledge Allegiance to the Grind II,Killer Mike,2008-07-08,album
105DKMawvJxl1imfGlmtiD,The Killer,Killer Mike,2005,album
2AXrgdmS12NMmPgOQqDWKT,ArrowThroughSkinOutOfBlueSky,"When Saints Go Machine, Killer Mike",2018-05-02,album
1Ws1iiDCf1CJX4DLkWtEAj,This Ecstatic Cult,"Lushlife, CSLSX, Killer Mike",2016-01-13,album
0HdnSbZRI3BB9Ip3nGqrLD,Reagan,Killer Mike,2012-11-06,album
0gOctzz2KkN5Laz7t6Uor0,"Big Beast (feat. Bun B, T.I., And Trouble)",Killer Mike,2012-02-13,album
6qKCgK4T7q08HnTN8yps3d,Go Out On The Town,Killer Mike,2011-05-17,album
1JZoDa67Ai5Bo3MHSdM1nx,Ready Set Go,Killer Mike,2010-12-07,album
7FZC1woch0c4qSgxnq5Pu8,I'mma Fool Wit It,"Killer Mike, Big Kuntry King",2009-07-21,album
3Iw24UBgnyNxslBqgua4UH,2 Sides feat. Shawty Lo,Killer Mike,2008-06-24,album
2oGfCpRJloI2yqie3M5zRy,2 Sides,Killer Mike,2008-05-13,album
3zGtADK8O9cFL3x6B2yvsB,Harverd Dropout,Lil Pump,2019-02-22,album
2VVvm4zJlUQm9XmBCvGN6z,Lil Pump,Lil Pump,2017-10-06,album
5VVkOFYXmjtYd6hoasaWKQ,Coronao Now,"El Alfa, Lil Pump",2019-11-07,album
4a7iURHcQKNzPAMWKudL9e,Uno (Remix),"Ambjaay, Tyga, Lil Pump",2019-10-04,album
04CEJO8B8RaffZAuBD8fIL,Stack It Up (feat. Lil Pump),"Ronny J, Lil Pump",2019-09-20,album
0jyCBzd1EswEJ3erS61cT3,Pookie (feat. Lil Pump) [Remix],"Aya Nakamura, Lil Pump",2019-08-02,album
3ohU7IZ0HmrTQd90Xqt3TH,Pose To Do (feat. French Montana and Quavo),"Lil Pump, French Montana, Quavo",2019-07-19,album
5Z5MRiHwUzbrcjtJ6JWAgc,Be Like Me,Lil Pump,2019-02-21,album
4GjXrgG0mii92jOX1S4J0S,Racks on Racks,Lil Pump,2019-01-31,album
5MYNEjdSSAHgYqWLJlWOYl,Butterfly Doors,Lil Pump,2019-01-04,album
3FtwiRgtcCLAiKHDvoj7bO,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump, Swae Lee",2018-10-25,album
68lx51m4UDlHBNaDucTN6E,Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,2018-10-05,album
7Jq7aQPj4z2Rrh51nbBu4U,I Love It [(Freaky Girl) Edit],"Kanye West, Lil Pump",2018-09-30,album
185Tm1g5U7eMOrm3m9SQUh,I Love It,"Kanye West, Lil Pump",2018-09-07,album
4ApFzWwwVGg4nZAyIdUPgA,Drug Addicts,Lil Pump,2018-07-06,album
6t7otl7UEDVcTk7OBYi7x6,Welcome to the Party (feat. Zhavia Ward) [Valentino Khan Remix],"Diplo, French Montana, Lil Pump",2018-06-29,album
2onFbSBzB3f31hfCsAmw2g,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]","Diplo, French Montana, Lil Pump",2018-05-15,album
5zHx5hj3bxfcN9f9VIdGaN,Songs That People Emailed Me About Asking Why I Hadn't Put Them on Streaming Platforms,Lil Ugly Mane,2019-09-11,album
6mueTLPXfvXjl61ymHHwY8,Oblivion Access,Lil Ugly Mane,2015-12-18,album
6VNXIYzXocTyZMNDLG88Gb,Mista Thug Isolation,Lil Ugly Mane,2012-02-11,album
6jTdFctvoG5GkE619VgIy4,Playaz Circle,Lil Ugly Mane,2011-02-01,album
0ka72x65Pev7XmsNBRxhf3,Uneven Compromise,Lil Ugly Mane,2017-08-22,album
5EsemjhItOZJRax0JqOWbf,On Doing an Evil Deed Blues,Lil Ugly Mane,2013-08-30,album
6esNdLCxxHM2l64C0f27u0,Send Em 2 Tha Essence,Lil Ugly Mane,2012-02-06,album
0zicd2mBV8HTzSubByj4vP,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,album
733e1ZfktLSwj96X5rsMeE,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,album
