"","album_name","track_name","track_uri","artist"
"1515","Can I Borrow A Dollar?","Soul By the Pound","05kv5fGuJXfM8WKqEvKnRK","Common"
"1516","Can I Borrow A Dollar?","Pitchin' Pennies","214RbmkxlB9NlwaxZjjV9M","Common"
"1517","Resurrection","Resurrection","4u7hiFNXUeTG3A4dqQrkcd","Common"
"1518","Resurrection","I Used to Love H.E.R.","4TboAbE2pCUUB0fk6Q9rUU","Common"
"1519","Resurrection","Watermelon","0cxIP69s3HqZnUisBuglH4","Common"
"1520","Resurrection","Book Of Life","0LiKzKhfuDctZr0LqyRDU0","Common"
"1521","Resurrection","In My Own World (Check The Method)","10b4DrseyFKe0mEyObUzZU","Common"
"1522","Resurrection","Another Wasted Night With...","7Havw3Drysm3UMmPzxvNLS","Common"
"1523","Resurrection","Nuthin' To Do","1163itTFxLQc6UCZW5dYuD","Common"
"1524","Resurrection","Communism","4cqzGXC6kPvqLVgfaQSaVA","Common"
"1525","Resurrection","WMOE","0SI7PmZ2H5Gv8GqiU6e04v","Common"
"1526","Resurrection","Thisisme","0QSA86C2JAfG2Rx5EGt1pA","Common"
"1527","Resurrection","Orange Pineapple Juice","0D23FtqrB6XkY1knTr6z51","Common"
"1528","Resurrection","Chapter 13 (Rich Man vs. Poor Man)","4zx96Ym4om5Enn30Zuul0z","Common"
"1529","Resurrection","Maintaining","5hb2iOas5RP4rtP27AM5R1","Common"
"1530","Resurrection","Sum Shit I Wrote","5tuJ3SNrC94IlpMzPJB4kU","Common"
"1531","Resurrection","Pop's Rap","3vsYxac7CLmRZth0179nzM","Common"
"1532","One Day Itll All Make Sense","Introspective","17LFMtimDpLG6vJK5ckvuz","Common"
"1533","One Day Itll All Make Sense","Invocation","1zS4PMsHfkSXPkzrEkCkC6","Common"
"1534","One Day Itll All Make Sense","Real Nigga Quotes","1p6PPRNOGrWm316KAwAKJ7","Common"
"1535","One Day Itll All Make Sense","Retrospect for Life","7hpHYdxRcjgmkidW4DdqI3","Common"
"1536","One Day Itll All Make Sense","Gettin' Down At The Ampitheater (Featuring De La Soul)","7s7m2y8aOU8AZrhamBkST6","Common"
"1537","One Day Itll All Make Sense","Food For Funk","4qrskAYnLCVE3OMSUs8fx7","Common"
"1538","One Day Itll All Make Sense","G.O.D. (Gaining One's Definition) Featuring Ce-Lo","738sJZ3vXg4EFiDYCbuf38","Common"
"1539","One Day Itll All Make Sense","My City","51gUNibytv1AOrL702uq6b","Common"
"1540","One Day Itll All Make Sense","Hungry","5Pe50lldAyEyHXxgWW0LgI","Common"
"1541","One Day Itll All Make Sense","All Night Long (Featuring Erykah Badu)","12EnJiXH4QjBmygqEQXG6M","Common"
"1542","One Day Itll All Make Sense","Stolen Moments - Part I","3b6rNa7OAqq5KEQuPOcQCc","Common"
"1543","One Day Itll All Make Sense","Stolen Moments (Featuring Black Thought <Tariq>) - Part II","0ei6HcK9DUhRRnyWdVqryP","Common"
"1544","One Day Itll All Make Sense","1'2 Many...","5N5sD5xQd8gDj2bDNFVgM1","Common"
"1545","One Day Itll All Make Sense","Stolen Moments (Intro and Outro by Q-Tip) - Part III","47FZJXY4qp0pRj3gE34wqU","Common"
"1546","One Day Itll All Make Sense","Making A Name For Ourselves (Featuring Canibus)","7sdwE3bse55y7YbQKO6KqN","Common"
"1547","One Day Itll All Make Sense","Reminding Me (Of Sef) (Featuring Chantay Savage)","6ttFKsjceM0QyMz2dBTbfc","Common"
"1548","One Day Itll All Make Sense","Pop's Rap Part 2/ Fatherhood (Featuring Lonnie ""Pops"" Lynn)","6IYCLk38rtH8TNlufjdPmS","Common"
"1549","Like Water For Chocolate","Time Travelin' (A Tribute To Fela)","346YdUev05KhEqq3L58nul","Common"
"1550","Like Water For Chocolate","Heat","5A1rUiJLAy5sKFZnmwoDif","Common"
"1551","Like Water For Chocolate","Cold Blooded","1FiyPFJMvkqIywX0vtugK2","Common"
"1552","Like Water For Chocolate","Dooinit","3OFmjOiOTHa8xmtQStbqQU","Common"
"1553","Like Water For Chocolate","The Light","03EGvs8lI2t5VrOGyPI7EV","Common"
"1554","Like Water For Chocolate","Funky For You","211AR3VZwCO4Y7frQ5FPPJ","Common"
"1555","Like Water For Chocolate","The Questions","2egVJiprwyO1n8kqj7BBwV","Common"
"1556","Like Water For Chocolate","Time Travelin' Reprise","5k6c6jUCw8p6FQCqtSPfkH","Common"
"1557","Like Water For Chocolate","The 6th Sense","25o2vPbG3fzp5ZKBLdoT8K","Common"
"1558","Like Water For Chocolate","A Film Called (PIMP)","6ozlTOnx9PffDFKOBGiAtW","Common"
"1559","Like Water For Chocolate","Nag Champa (Afrodisiac For The World)","4SNvurKLm9wgC1rfqzsXsK","Common"
"1560","Like Water For Chocolate","Thelonius","51sBzvnE817KPE5FKhoOmA","Common"
"1561","Like Water For Chocolate","Payback Is A Grandmother","5shju32xXfWI8hE0Xno4Uy","Common"
"1562","Like Water For Chocolate","Geto Heaven Remix T.S.O.I. - New LP Edit","057PhDoJ71eEWrKQShL1fy","Common"
"1563","Like Water For Chocolate","A Song For Assata","30byPWm3Yu1Fi8O5tykr6S","Common"
"1564","Like Water For Chocolate","Pops Rap III...All My Children","7HcszEuRgNkJFSFWfSyVBB","Common"
"1565","Electric Circus","Ferris Wheel","1TbuFJLRz9T7gWGMZ3N6R3","Common"
"1566","Electric Circus","Soul Power","6rJ4UZBCUpvGwQqpX03q6t","Common"
"1567","Electric Circus","Aquarius","0J0Am5qIjNKwkrtWONhjIB","Common"
"1568","Electric Circus","Electric Wire Hustle Flower","4Z4sq33ZGcoUevhNcHaRFQ","Common"
"1569","Electric Circus","The Hustle","5lxIY4L9sM47GFeeitllQg","Common"
"1570","Electric Circus","Come Close","27nYhDKmTYtUmt9uOqVzpz","Common"
"1571","Electric Circus","New Wave","1mSiDdTQTjGNRWoJjY2MsJ","Common"
"1572","Electric Circus","Star * 69 (PS With Love)","02Iy4WiXAsSRTSkJL2Ko6p","Common"
"1573","Electric Circus","I Got A Right Ta","0fMUuLLxGobjzApezw02zm","Common"
"1574","Electric Circus","Between Me, You & Liberation","3ghr2pnz3lLRdxnwB4yNk9","Common"
"1575","Electric Circus","I Am Music","1IiVRzHhHFoEkPJa871eoO","Common"
"1576","Electric Circus","Jimi Was A Rock Star","79uhYTSTOQfhXcYtuJoEy5","Common"
"1577","Electric Circus","Heaven Somewhere","4zwjYeV5OL31phlwzWjSHS","Common"
"1578","Electric Circus","The Light - International Radio Edit","7bX9fqqBwcPLKV3AXJ3w8K","Common"
"1579","Be","Be (Intro)","11aFVmFy8903RwDx4ohQiq","Common"
"1580","Be","The Corner","31rk2z6XreitvUgfJURMil","Common"
"1581","Be","GO!","4JNTpbntShpUpACDUzwHV5","Common"
"1582","Be","Faithful","13YyYNBofurxZCNYiFDibB","Common"
"1583","Be","Testify","6fo9uskjOIoWXAaUNxN7Bl","Common"
"1584","Be","Love is...","1NrUc0f7QZBYqgjj6ExNMG","Common"
"1585","Be","Chi-City","53y0PxHoy72RaSPkehY4zb","Common"
"1586","Be","The Food","1Ke6bqdvdGJF1ftvuO8qtP","Common"
"1587","Be","Real People","4Gqh7XRuYd4TtFFqooSyrv","Common"
"1588","Be","They Say","5GO4rpfnM2lghVqEulTJUf","Common"
"1589","Be","It's Your World - Part 1 & 2 (Explicit)","6lXGIJbyM4YBjK6CzIce25","Common"
"1590","Finding Forever","Intro","2Ew99vsyGnXJH3rWMYBTKk","Common"
"1591","Finding Forever","Start The Show","08xtkt9rxSoociq69TAuBx","Common"
"1592","Finding Forever","The People","0gR8HJmT457poShbgYXmV8","Common"
"1593","Finding Forever","Drivin' Me Wild","7tuQOFadLOvJ7Dx0MJkVKt","Common"
"1594","Finding Forever","I Want You","75KFRFmcuGFkWlP0QAwFvq","Common"
"1595","Finding Forever","Southside","6xa4DZFXDFGVWnUVpbWd7N","Common"
"1596","Finding Forever","The Game","6aX2PZgx2DaSsJzmu0V8Wc","Common"
"1597","Finding Forever","U, Black Maybe","0yCxWrJkTtye5fEgKLpJNZ","Common"
"1598","Finding Forever","So Far To Go","2nhCwAGWLejRO3hDx4DmpA","Common"
"1599","Finding Forever","Break My Heart","3gMPZFLAfHgAsM5RTKR9oT","Common"
"1600","Finding Forever","Misunderstood","7bt74lHh0M29isybjD0H6c","Common"
"1601","Finding Forever","Forever Begins","6uOFdtCnHv2Bk1TraBLLUO","Common"
"1602","Finding Forever","Play Your Cards Right","4ptEd8ro2Ny7CJdMQYNogn","Common"
"1603","Finding Forever (instrumentals)","Intro - Instrumental","68o3yRKllK6hz4Fi5Anz0q","Common"
"1604","Finding Forever (instrumentals)","Start The Show - Instrumental","7cqoYOTjTECnoGOm8DIMxk","Common"
"1605","Finding Forever (instrumentals)","The People - Instrumental","69W9QmuHWiyYT5j2R74Lqy","Common"
"1606","Finding Forever (instrumentals)","Drivin' Me Wild - Instrumental","74mOcodWcRP2SPdARXTVzz","Common"
"1607","Finding Forever (instrumentals)","I Want You - Instrumental","5C49qnFelsfhzIHnc6wheR","Common"
"1608","Finding Forever (instrumentals)","Southside - Instrumental","27MIGEX3krV3ZVzlmfulnz","Common"
"1609","Finding Forever (instrumentals)","The Game - Instrumental","4CoQrk5lnBwtdfYz8ku631","Common"
"1610","Finding Forever (instrumentals)","U, Black Maybe - Instrumental","4rnQdr9fG1Ptm53N7Y167G","Common"
"1611","Finding Forever (instrumentals)","So Far To Go - Instrumental","07TkHkN6nRfePq9JKD78nq","Common"
"1612","Finding Forever (instrumentals)","Break My Heart - Instrumental","5DrkypK8q7RhMMf0siCUnb","Common"
"1613","Finding Forever (instrumentals)","Misunderstood - Instrumental","1HkcBd1YFqEeIhNyI1MDSC","Common"
"1614","Finding Forever (instrumentals)","Forever Begins - Instrumental","7usxrWcpijtlcKrALj55EX","Common"
"1615","Universal Mind Control","Universal Mind Control (UMC) - With Intro","4vikDF3SWy1kgbMfR57eJB","Common"
"1616","Universal Mind Control","Punch Drunk Love","7akdLlJj6HHxB2392z4XqP","Common"
"1617","Universal Mind Control","Make My Day","6SDdbGa1hIAAMsBz7SMwwc","Common"
"1618","Universal Mind Control","Sex 4 Suga","76zEEW7lqwYazSq1a65Imy","Common"
"1619","Universal Mind Control","Announcement - Sped Up","5UoBPV1a6AMdUjtc4dfsas","Common"
"1620","Universal Mind Control","Gladiator","1tTuMZ6mA7F6974OHj7Tu7","Common"
"1621","Universal Mind Control","Changes","1SDkCiT9NE4rKiWB57XSRd","Common"
"1622","Universal Mind Control","Inhale","1tis4hMitdrmhX15rdqyKe","Common"
"1623","Universal Mind Control","What A World","4Z8QufDUH0485UL79Lr9mP","Common"
"1624","Universal Mind Control","Everywhere","72X6RteiIewnc1w419ZbZU","Common"
"1625","Universal Mind Control","Punch Drunk Love - Booty Shake Mix","6LB5nzX1wQGFMb8OeeOHvu","Common"
"1626","The Dreamer, The Believer","The Dreamer - feat. Maya Angelou","4mT5CF05yy4lildm6KmCJl","Common"
"1627","The Dreamer, The Believer","Ghetto Dreams - feat. Nas","7u0rneYVggOrHUUYbKQpUO","Common"
"1628","The Dreamer, The Believer","Blue Sky","3wauST900TNdlPA66c7TdI","Common"
"1629","The Dreamer, The Believer","Sweet","3Uq4jmfYilB6BL06cFKChl","Common"
"1630","The Dreamer, The Believer","Gold","1vl4tsBmTXygX47k8c2ixM","Common"
"1631","The Dreamer, The Believer","Lovin' I Lost","6sfsmEri5nPaKKFpH82KJq","Common"
"1632","The Dreamer, The Believer","Raw [How You Like It]","6jKgWxQB5QO6MdfF89jiDx","Common"
"1633","The Dreamer, The Believer","Cloth","5fHGZyCEFPya1BsfYRy32A","Common"
"1634","The Dreamer, The Believer","Celebrate","5sBylVOElekJAsqGT1zYeu","Common"
"1635","The Dreamer, The Believer","Windows","0hmivjaK9FcCCUJbaHOFkw","Common"
"1636","The Dreamer, The Believer","The Believer - feat. John Legend","6QtpJNlCfA091GmD2ALNri","Common"
"1637","The Dreamer, The Believer","Pops Belief","02UHWHbOfcXZKvcXYsDfn9","Common"
"1638","Nobodys Smiling","The Neighborhood","0rYXiNSUNOvLs5K8gtM0Ye","Common"
"1639","Nobodys Smiling","No Fear","4O0CzsIyS7Ho6CxoPsq8rx","Common"
"1640","Nobodys Smiling","Diamonds","1rcRYhVoorDuGXxH2v7LJq","Common"
"1641","Nobodys Smiling","Blak Majik","6u2Esg31OKBEZFm4cgIOcI","Common"
"1642","Nobodys Smiling","Speak My Piece","0m78ZxyaSyHhwMdExN3HM2","Common"
"1643","Nobodys Smiling","Hustle Harder","71tRhJnkEwMX1B57ISEya8","Common"
"1644","Nobodys Smiling","Nobody's Smiling","2JLOJCJmTHfko57wnyh3T2","Common"
"1645","Nobodys Smiling","Real","40ueAKGI9eOj9BALKJI1AW","Common"
"1646","Nobodys Smiling","Kingdom","5C3B479OTeur5u9VqV8RGS","Common"
"1647","Nobodys Smiling","Rewind That","34zpqtn49aQ6JoydQfzw01","Common"
"1648","Live at The Jazz Room","Be","0b3Y0jCQRziF6tqBCTdqyL","Common"
"1649","Live at The Jazz Room","Real People","3Zj8U30T3HcIy3w4fLRUof","Common"
"1650","Live at The Jazz Room","Band & DJ Introductions","1mJCr3CYw07szCLYvevzyj","Common"
"1651","Live at The Jazz Room","Nag Champa","4PIqj4nVdOdWPZCMAiCKtM","Common"
"1652","Live at The Jazz Room","Diggin' In The Crates - Interlude","4oy9ygu11aiqJNqfD9Awp8","Common"
"1653","Live at The Jazz Room","The Invocation","0MWUDyA1uukFxQsfSTdDVy","Common"
"1654","Live at The Jazz Room","Go","3CS9713vY38TLNyiW2Yrwo","Common"
"1655","Live at The Jazz Room","Faithful","13PkmfqfEqpMUxg5wc0rqY","Common"
"1656","Live at The Jazz Room","Bogus Women - Interlude","2prB67I9Fvc8RXnWUuv8uT","Common"
"1657","Live at The Jazz Room","Testify","6JIjGf1YgQO3dLkzJiLr72","Common"
"1658","Live at The Jazz Room","Phone Call - Interlude","2FTgMvEbh2XL2LsVSSAOIk","Common"
"1659","Live at The Jazz Room","Respiration","1l3ltS95s0CpgxllEs35Ol","Common"
"1660","Live at The Jazz Room","Get 'Em High","5VPXwTnoCQkOWOg5QxdLiJ","Common"
"1661","Live at The Jazz Room","Thelonious","0uA4WoSYumtGOFNcyVEDJU","Common"
"1662","Live at The Jazz Room","Funky For You","2rtn0XHGAr9ADmYLBww4VW","Common"
"1663","Live at The Jazz Room","Slow Jams - Interlude","1KzaDtEDnZsTfWnsjFCQkk","Common"
"1664","Live at The Jazz Room","Come Close","2HSHdAjrPdcHPMIlMAOsUl","Common"
"1665","Live at The Jazz Room","Freestyle","2Dg1Mn8ZCdxrhQEXUeJPDA","Common"
"1666","Live at The Jazz Room","Love Is - Prelude","2XcEkJKJCk99Sh7jnwrfrG","Common"
"1667","Live at The Jazz Room","Love Is","3c6JFWrYvxvbPBsR0V0AaR","Common"
"1668","Black America Again","Joy And Peace","2CrQdMhxZSVXdutKm7Ptz8","Common"
"1669","Black America Again","Home","0Ngv6ohi19LTwiLIlmiFEf","Common"
"1670","Black America Again","Word From Moe Luv Interlude","2MulPTsX2d7oYf02wH6zgm","Common"
"1671","Black America Again","Black America Again","5ICTtAzYoMlPfaAwmaDjYy","Common"
"1672","Black America Again","Love Star","4dHev0NeEsL3Wdavbpn4si","Common"
"1673","Black America Again","On A Whim Interlude","0ouXabLAZZ7lCKKDThXAa5","Common"
"1674","Black America Again","Red Wine","2OjACY9P9wRmZArAGOvBd5","Common"
"1675","Black America Again","Pyramids","56TQRladBH4aynPSNbQDTt","Common"
"1676","Black America Again","A Moment In The Sun Interlude","6tgTHxL7xbE2zuToXw8ZdX","Common"
"1677","Black America Again","Unfamiliar","3uOvWrcYKPyaNHV7wzHGXL","Common"
"1678","Black America Again","A Bigger Picture Called Free","4dBWeFLWPmY9WHGMl6yN31","Common"
"1679","Black America Again","The Day Women Took Over","6ZrCfi2Mi30OBMhVsfP4Iu","Common"
"1680","Black America Again","Rain","4lOY9nIVpct04sP9OSwb0X","Common"
"1681","Black America Again","Little Chicago Boy","3i4ho3p4uvLtG2THTiJ9sJ","Common"
"1682","Black America Again","Letter To The Free","7HxfSkAENpxLiwKwuKF4wb","Common"
"1683","Black America Again (Commentary)","Joy And Peace - Commentary","7A4xqfllroI7G2WdCDWSsg","Common"
"1684","Black America Again (Commentary)","Home - Commentary","3h5FaDrpUof4PRuP9iTJEV","Common"
"1685","Black America Again (Commentary)","Word From Moe Luv Interlude - Commentary","1CRvWc5sZSjnWqDdFrC2ZU","Common"
"1686","Black America Again (Commentary)","Black America Again - Commentary","2jSUXz5oPGHx9OyXV8i4W0","Common"
"1687","Black America Again (Commentary)","Love Star - Commentary","63qa3y4D2Niso7NC9YOmUJ","Common"
"1688","Black America Again (Commentary)","Red Wine - Commentary","5HQ6EBSqowzIdnkhNWHPbe","Common"
"1689","Black America Again (Commentary)","Pyramids - Commentary","1JjucQMYBiNYJNZKQC8v47","Common"
"1690","Black America Again (Commentary)","Unfamiliar - Commentary","3uVynjdIZkZ3ni2VOqdpcq","Common"
"1691","Black America Again (Commentary)","A Bigger Picture Called Free - Commentary","5R8F8k28GgEf6vYQqsTTBg","Common"
"1692","Black America Again (Commentary)","The Day Women Took Over - Commentary","5LpbGE9sn1jgcwCGV6y8om","Common"
"1693","Black America Again (Commentary)","Rain - Commentary","6WFPcNuC4NCQxkXkGHz49C","Common"
"1694","Black America Again (Commentary)","Little Chicago Boy - Commentary","2I4iybiQGwN9ntT2JmYvMZ","Common"
"1695","Black America Again (Commentary)","Letter To The Free - Commentary","6Vm0zYZWcWfb7sIsM4H53S","Common"
"1696","Let Love","Good Morning Love [Feat. Samora Pinderhughes]","4bePotuNPRFTpAJB4udtDs","Common"
"1697","Let Love","HER Love [Feat. Daniel Caesar]","1IFXNzSVMqiT8sCn5X6Rzh","Common"
"1698","Let Love","Dwele’s Interlude","5ryjLIRElIxAPGM2M16bvc","Common"
"1699","Let Love","Hercules [Feat. Swizz Beatz]","7E9lmjruMKuPlUXEEvDL0F","Common"
"1700","Let Love","Fifth Story","6HyC7ejQisqovpvJRiFuog","Common"
"1701","Let Love","Forever Your Love [Feat. BJ The Chicago Kid]","3f7MvANr97tN3Kf7ONZbh1","Common"
"1702","Let Love","Leaders (Crib Love) [Feat. A-Trak]","3TY6jwKAaGSYXIXQM9jIzO","Common"
"1703","Let Love","Memories Of Home [Feat. BJ The Chicago Kid & Samora Pinderhughes]","6f0zlUKvbQPTxKokANwPtC","Common"
"1704","Let Love","Show Me That You Love [Feat. Jill Scott & Samora Pinderhughes]","0ooF0ugJC8MHOkZUqwp2VG","Common"
"1705","Let Love","My Fancy Free Future Love","2qYodLgSjCdaaXxHOc3pbO","Common"
"1706","Let Love","God Is Love [Feat. Leon Bridges & Jonathan McReynolds]","15UjkXXtjHVhPnPDaRBnKk","Common"
"1707","Hot Soup","Level One","5ZFe9sQhS1Nz8480lWtXEt","Danny Brown"
"1708","Hot Soup","Dance","3MtH6dHcVRthHHkRvDBDGK","Danny Brown"
"1709","Hot Soup","What up Doe","5h7j0PgSxMcuiP28dMtmZU","Danny Brown"
"1710","Hot Soup","Ten G's a Week","6AGuN0BqF0UxxkVmyLYvpT","Danny Brown"
"1711","Hot Soup","Sittin' so High","56WynviXtpL4KNlJnXEthE","Danny Brown"
"1712","Hot Soup","Swagger to the Max","0QSLJYSRPh6zwIUjpATDmK","Danny Brown"
"1713","Hot Soup","Succeed (feat. Kineses)","3NSxMp68vZG9KD3ZGD8Rtc","Danny Brown"
"1714","Hot Soup","She Love It (feat. Nick Speed & Lola Damone)","0hfqy63BkQgy9qpdqcRXUK","Danny Brown"
"1715","Hot Soup","Head","0WJWga9Or20PwkfZ1OkkXm","Danny Brown"
"1716","Hot Soup","Squeeze Precisely (feat. Rapper Big Pooh & O Dash)","3Dlne2ip5dPZbfm3MpT1ty","Danny Brown"
"1717","Hot Soup","Rese-Vor Dogs (feat. Mike Luke & Chip$)","3DbycWGtVrJdSaIK0UneJ3","Danny Brown"
"1718","Hot Soup","Gun in Yo Mouf (feat. Chip$ & Marv Won)","0qCgE8bwdPAkLNuWmrrpQI","Danny Brown"
"1719","Hot Soup","Let's Go","5YPMcT7Je01NAqFd3LMlQL","Danny Brown"
"1720","Hot Soup","Two Steps Back","1viMOT5se7gAFZdnT8bm8k","Danny Brown"
"1721","Hot Soup","Work Song","2F7gcsDzZOsT0O4kTPEJBq","Danny Brown"
"1722","Hot Soup","Streets of Detroit","3gwWrK5iXzqo1c3w4aEuzm","Danny Brown"
"1723","Hot Soup","Numbers","2J1Ec2rdiDxLMO5CePdlei","Danny Brown"
"1724","Hot Soup","Watch 'em","543TcKpODOLd5oDvvZPvCI","Danny Brown"
"1725","Hot Soup","Hot Soup Commercial","4Yyb90Aid35S4AUTkFSdTL","Danny Brown"
"1726","Hot Soup","Hot Soup Interview (feat. K Fresh)","4oAWh7p6uU3ujpKYjbHyhh","Danny Brown"
"1727","The Hybrid - Deluxe Edition","Greatest Rapper Ever","3PcjjeeeEex6gdI8Qz3COs","Danny Brown"
"1728","The Hybrid - Deluxe Edition","Need Another Drink","5OWyKfLoXSCU4Y1mSwe8T4","Danny Brown"
"1729","The Hybrid - Deluxe Edition","New Era","7GtzEKdGtBWP2Ubj7DJb5G","Danny Brown"
"1730","The Hybrid - Deluxe Edition","Exotic","2RYVhnm9tzOzQkrT13ZWqt","Danny Brown"
"1731","The Hybrid - Deluxe Edition","I'm Out","5pydqQxlFvmGIrFTp8UmL5","Danny Brown"
"1732","The Hybrid - Deluxe Edition","Re-Up","1IAxshZd3GzWayxE4QDGXt","Danny Brown"
"1733","The Hybrid - Deluxe Edition","Nowhere 2 Go","4iAmWPWrKI6fsMCWKGrEJn","Danny Brown"
"1734","The Hybrid - Deluxe Edition","Shootin' Moves","2XLh7U5W9LkfOP5WkAoZG9","Danny Brown"
"1735","The Hybrid - Deluxe Edition","The Nana Song","01S705TJCxZzjMYns4AlXQ","Danny Brown"
"1736","The Hybrid - Deluxe Edition","Guitar Solo","5yyAoXdMEoVzYginARWzn2","Danny Brown"
"1737","The Hybrid - Deluxe Edition","White Stripes","7kVU5kflZdJbtbwbG2iusy","Danny Brown"
"1738","The Hybrid - Deluxe Edition","Juno","6sdSsLxe5uheAcu8qYxy6m","Danny Brown"
"1739","The Hybrid - Deluxe Edition","Thank God","4FCWoxGU0PloKJElzn3c9q","Danny Brown"
"1740","The Hybrid - Deluxe Edition","Drinks On Me","1deyXxdzMVGysfE5AWOvKb","Danny Brown"
"1741","The Hybrid - Deluxe Edition","Generation Rx","41DmaaJTxjpsRmRTLkNcOX","Danny Brown"
"1742","The Hybrid - Deluxe Edition","S.O.S.","0bloWVFWfmFmvHGL4QraJo","Danny Brown"
"1743","The Hybrid - Deluxe Edition","Cartier","7GVmQULQ7PC2lhOIm3iuaL","Danny Brown"
"1744","The Hybrid - Deluxe Edition","Great Granddad","7hXMYR9KJm4P0q6X31HC87","Danny Brown"
"1745","The Hybrid - Deluxe Edition","Lincoln Continental","4mDnwInB2cahmZRc5xunJ6","Danny Brown"
"1746","XXX (Deluxe Edition)","XXX","6BAKNnYzWjE7OYlWanmRDq","Danny Brown"
"1747","XXX (Deluxe Edition)","Die Like A Rockstar","5FxELQREUBIdy6ZRqZ4iuC","Danny Brown"
"1748","XXX (Deluxe Edition)","Pac Blood","0rFX6pVvOkXvDgiTR5v5kX","Danny Brown"
"1749","XXX (Deluxe Edition)","Radio Song","7fgUmQ0mXB3TjTKYgZix0S","Danny Brown"
"1750","XXX (Deluxe Edition)","Lie4","4ox8bpBggBqCQv56b4XXTf","Danny Brown"
"1751","XXX (Deluxe Edition)","I Will","1iVHnOntYYBQt6SJ5OhLWQ","Danny Brown"
"1752","XXX (Deluxe Edition)","Bruiser Brigade","6lVoMmI02u5rFFgexe9f3G","Danny Brown"
"1753","XXX (Deluxe Edition)","Detroit187","295UjwiTtDQdWUDUrKR83W","Danny Brown"
"1754","XXX (Deluxe Edition)","Monopoly","4HFsQRxQLEPleq9UmIzke4","Danny Brown"
"1755","XXX (Deluxe Edition)","Blunt After Blunt","2Q0pt1s7gU5GowQDtaZ4CA","Danny Brown"
"1756","XXX (Deluxe Edition)","Outer Space","00fbJE5O1Z1RmY81c9qAMv","Danny Brown"
"1757","XXX (Deluxe Edition)","Adderall Admiral","2dHTQP3IWIuOD6C1uhwGRD","Danny Brown"
"1758","XXX (Deluxe Edition)","DNA","2tyX0SSqmcwuGnzM4E1FG6","Danny Brown"
"1759","XXX (Deluxe Edition)","Nosebleeds","2aHPvFeW1coUPYV0Kx9r1P","Danny Brown"
"1760","XXX (Deluxe Edition)","Party All The Time","6L33UVo5duBnDceNcQXKTW","Danny Brown"
"1761","XXX (Deluxe Edition)","EWNESW","7jyr1MLXFgNlEozdLuFlVP","Danny Brown"
"1762","XXX (Deluxe Edition)","Fields","2iaeE5sXwYm9kvy5joehWS","Danny Brown"
"1763","XXX (Deluxe Edition)","Scrap Or Die","61RQ1EVp22cxmeangj6ah6","Danny Brown"
"1764","XXX (Deluxe Edition)","30","76pvh4YUJdtxyVA37w7Fsp","Danny Brown"
"1765","XXX (Deluxe Edition)","Baseline","0T3chhE0HAJTRWqzyrIVfM","Danny Brown"
"1766","Old","Side A [Old]","4YN0Su0hKKxxfzzv431n4Y","Danny Brown"
"1767","Old","The Return (feat. Freddie Gibbs)","4cmuKKERCLkCtkANHjvNPh","Danny Brown"
"1768","Old","25 Bucks (feat. Purity Ring)","5FKaV2J0xiwRENDsl0bMn4","Danny Brown"
"1769","Old","Wonderbread","0tYiZlzseGD6lCBG0XD6OO","Danny Brown"
"1770","Old","Gremlins","1Nus43EtDWlKRkmkBmKbkn","Danny Brown"
"1771","Old","Dope Fiend Rental (feat. ScHoolboy Q)","68XCDRI6AzwJm30y4FgLeq","Danny Brown"
"1772","Old","Torture","41axR9UBKkVhpLAIDLIczC","Danny Brown"
"1773","Old","Lonely","20nJ1KOaDNTu3WORG5ok7C","Danny Brown"
"1774","Old","Clean Up","2BVeVz6qyk0y3C0TYW8arv","Danny Brown"
"1775","Old","Red 2 Go","3DCej0wD3RSIbmBFG4gF4o","Danny Brown"
"1776","Old","Side B [Dope Song]","26dfLcCVJUdscPvmUmkuSI","Danny Brown"
"1777","Old","Dubstep (feat. Scrufizzer)","2DvFZtvtAZGabEzdXYKGQ8","Danny Brown"
"1778","Old","Dip","29Zj1r8cek15xe08vNUOLy","Danny Brown"
"1779","Old","Smokin & Drinkin","3xd80KxnM4MnDcaE8bcreg","Danny Brown"
"1780","Old","Break It [Go]","6BugxvxjNZjR512ZbsM4cz","Danny Brown"
"1781","Old","Handstand","6qIYGMysJMmP7YojNP1rRV","Danny Brown"
"1782","Old","Way Up Here (feat. Ab-Soul)","6Y5UjVjX65AwIGVJGkZTnA","Danny Brown"
"1783","Old","Kush Coma (feat. A$AP Rocky & Zelooperz)","0FC0A4pl5mGYaS2JporIuU","Danny Brown"
"1784","Old","Float On (feat. Charli XCX)","7sVWaKkGHotMdumFe6Ecph","Danny Brown"
"1785","Hot Soup - Instrumentals","Level One (Instrumental)","0pUEOjAWP2j4KsZVOgHW0c","Danny Brown"
"1786","Hot Soup - Instrumentals","Dance (Instrumental)","6cQxTpBjm21BRPWjigPgdF","Danny Brown"
"1787","Hot Soup - Instrumentals","What up Doe (Instrumental)","4j2gIkUvqUWq92QG1pwO6R","Danny Brown"
"1788","Hot Soup - Instrumentals","Ten G's a Week (Instrumental)","1TretOgX4v46RciD8F0CWv","Danny Brown"
"1789","Hot Soup - Instrumentals","Sittin' so High (Instrumental)","74QDVIRg9zbELH7px2FECL","Danny Brown"
